id_usuario_x_identificador;fecha_alta;id_identificador;id_usuario;id_usuario_alta
1532626;2024-08-26 11:19:01,000;1426368;42658;34588
1532627;2024-08-26 11:19:01,000;1426369;42658;34588
1532628;2024-08-26 11:19:01,000;1426370;42658;34588
1532629;2024-08-26 11:19:01,000;1426371;42658;34588
1532630;2024-08-26 11:19:01,000;1426372;42658;34588
1532631;2024-08-26 11:19:01,000;1426373;42658;34588
1532632;2024-08-26 11:19:01,000;1426374;42658;34588
1532633;2024-08-26 11:19:01,000;1426375;42658;34588
1532634;2024-08-26 11:19:01,000;1426376;42658;34588
1532635;2024-08-26 11:19:01,000;1426377;42658;34588
1532636;2024-08-26 11:19:01,000;1426378;42658;34588
1532637;2024-08-26 11:19:01,000;1426379;42658;34588
1532508;2024-08-26 11:19:01,000;1426327;42657;34588
1532509;2024-08-26 11:19:01,000;1426328;42657;34588
1532510;2024-08-26 11:19:01,000;1426329;42657;34588
1532511;2024-08-26 11:19:01,000;1426330;42657;34588
1532512;2024-08-26 11:19:01,000;1426331;42657;34588
1532513;2024-08-26 11:19:01,000;1426332;42657;34588
1532514;2024-08-26 11:19:01,000;1426333;42657;34588
1532515;2024-08-26 11:19:01,000;1426334;42657;34588
1532516;2024-08-26 11:19:01,000;1426431;42657;34588
1532517;2024-08-26 11:19:01,000;1426432;42657;34588
1532518;2024-08-26 11:19:01,000;1426434;42657;34588
1532519;2024-08-26 11:19:01,000;1426433;42657;34588
1532520;2024-08-26 11:19:01,000;1426435;42657;34588
1532521;2024-08-26 11:19:01,000;1426436;42657;34588
1532522;2024-08-26 11:19:01,000;1426437;42657;34588
1532523;2024-08-26 11:19:01,000;1426438;42657;34588
1532524;2024-08-26 11:19:01,000;1426439;42657;34588
1532525;2024-08-26 11:19:01,000;1426440;42657;34588
1532526;2024-08-26 11:19:01,000;1426442;42657;34588
1532527;2024-08-26 11:19:01,000;1426441;42657;34588
1532528;2024-08-26 11:19:01,000;1426335;42657;34588
1532529;2024-08-26 11:19:01,000;1426336;42657;34588
1532530;2024-08-26 11:19:01,000;1426337;42657;34588
1532531;2024-08-26 11:19:01,000;1426338;42657;34588
1532532;2024-08-26 11:19:01,000;1426339;42657;34588
1532533;2024-08-26 11:19:01,000;1426340;42657;34588
1532534;2024-08-26 11:19:01,000;1426341;42657;34588
1532535;2024-08-26 11:19:01,000;1426342;42657;34588
1532536;2024-08-26 11:19:01,000;1426343;42657;34588
1532537;2024-08-26 11:19:01,000;1426344;42657;34588
1532538;2024-08-26 11:19:01,000;1426345;42657;34588
1532539;2024-08-26 11:19:01,000;1426346;42657;34588
1532540;2024-08-26 11:19:01,000;1426347;42657;34588
1532541;2024-08-26 11:19:01,000;1426348;42657;34588
1532542;2024-08-26 11:19:01,000;1426349;42657;34588
1532543;2024-08-26 11:19:01,000;1426350;42657;34588
1532544;2024-08-26 11:19:01,000;1426351;42657;34588
1532545;2024-08-26 11:19:01,000;1426352;42657;34588
1532546;2024-08-26 11:19:01,000;1426353;42657;34588
1532547;2024-08-26 11:19:01,000;1426354;42657;34588
1532548;2024-08-26 11:19:01,000;1426355;42657;34588
1532549;2024-08-26 11:19:01,000;1426356;42657;34588
1532550;2024-08-26 11:19:01,000;1426357;42657;34588
1532551;2024-08-26 11:19:01,000;1426358;42657;34588
1532552;2024-08-26 11:19:01,000;1426359;42657;34588
1532553;2024-08-26 11:19:01,000;1426360;42657;34588
1532554;2024-08-26 11:19:01,000;1426361;42657;34588
1532555;2024-08-26 11:19:01,000;1426362;42657;34588
1532556;2024-08-26 11:19:01,000;1426363;42657;34588
1532557;2024-08-26 11:19:01,000;1426364;42657;34588
1532558;2024-08-26 11:19:01,000;1426365;42657;34588
1532559;2024-08-26 11:19:01,000;1426366;42657;34588
1532560;2024-08-26 11:19:01,000;1426367;42657;34588
1532561;2024-08-26 11:19:01,000;1426368;42657;34588
1532562;2024-08-26 11:19:01,000;1426369;42657;34588
1532563;2024-08-26 11:19:01,000;1426370;42657;34588
1532564;2024-08-26 11:19:01,000;1426371;42657;34588
1532565;2024-08-26 11:19:01,000;1426372;42657;34588
1532566;2024-08-26 11:19:01,000;1426373;42657;34588
1532567;2024-08-26 11:19:01,000;1426374;42657;34588
1532568;2024-08-26 11:19:01,000;1426375;42657;34588
1532569;2024-08-26 11:19:01,000;1426376;42657;34588
1532570;2024-08-26 11:19:01,000;1426377;42657;34588
1532571;2024-08-26 11:19:01,000;1426378;42657;34588
1532572;2024-08-26 11:19:01,000;1426379;42657;34588
1534561;2024-08-27 10:31:10,000;1424462;42669;34588
1534562;2024-08-27 10:31:10,000;1424463;42669;34588
1534563;2024-08-27 10:31:10,000;1424464;42669;34588
1534564;2024-08-27 10:31:10,000;1424465;42669;34588
1534565;2024-08-27 10:31:10,000;1424466;42669;34588
1534566;2024-08-27 10:31:10,000;1424467;42669;34588
1534567;2024-08-27 10:31:10,000;1424468;42669;34588
1534568;2024-08-27 10:31:10,000;1424470;42669;34588
1534569;2024-08-27 10:31:10,000;1424469;42669;34588
1534570;2024-08-27 10:31:10,000;1424471;42669;34588
1534571;2024-08-27 10:31:10,000;1424472;42669;34588
1534572;2024-08-27 10:31:10,000;1424473;42669;34588
1534573;2024-08-27 10:31:10,000;1424474;42669;34588
1534574;2024-08-27 10:31:10,000;1424475;42669;34588
1534575;2024-08-27 10:31:10,000;1424476;42669;34588
1534576;2024-08-27 10:31:10,000;1424477;42669;34588
1534577;2024-08-27 10:31:10,000;1424478;42669;34588
1534578;2024-08-27 10:31:10,000;1424479;42669;34588
1534579;2024-08-27 10:31:10,000;1424480;42669;34588
1534580;2024-08-27 10:31:10,000;1424481;42669;34588
1534581;2024-08-27 10:31:10,000;1424482;42669;34588
1534582;2024-08-27 10:31:10,000;1424483;42669;34588
1534583;2024-08-27 10:31:10,000;1424484;42669;34588
1534584;2024-08-27 10:31:10,000;1424485;42669;34588
1534585;2024-08-27 10:31:10,000;1424486;42669;34588
1534586;2024-08-27 10:31:10,000;1424487;42669;34588
1534587;2024-08-27 10:31:10,000;1424488;42669;34588
1534588;2024-08-27 10:31:10,000;1424489;42669;34588
1534589;2024-08-27 10:31:10,000;1424490;42669;34588
1534590;2024-08-27 10:31:10,000;1424491;42669;34588
1534591;2024-08-27 10:31:10,000;1424492;42669;34588
1534592;2024-08-27 10:31:10,000;1424493;42669;34588
1534593;2024-08-27 10:31:10,000;1424494;42669;34588
1534594;2024-08-27 10:31:10,000;1424495;42669;34588
1534595;2024-08-27 10:31:10,000;1424496;42669;34588
1534596;2024-08-27 10:31:10,000;1424497;42669;34588
1534597;2024-08-27 10:31:10,000;1424498;42669;34588
1534598;2024-08-27 10:31:10,000;1424499;42669;34588
1534599;2024-08-27 10:31:10,000;1424500;42669;34588
1534600;2024-08-27 10:31:10,000;1424501;42669;34588
1534601;2024-08-27 10:31:10,000;1424502;42669;34588
1534602;2024-08-27 10:31:10,000;1424503;42669;34588
1534603;2024-08-27 10:31:10,000;1424504;42669;34588
1534604;2024-08-27 10:31:10,000;1424505;42669;34588
1534605;2024-08-27 10:31:10,000;1424507;42669;34588
1534606;2024-08-27 10:31:10,000;1424506;42669;34588
1534607;2024-08-27 10:31:10,000;1424508;42669;34588
1534608;2024-08-27 10:31:10,000;1424509;42669;34588
1534609;2024-08-27 10:31:10,000;1424510;42669;34588
1534610;2024-08-27 10:31:10,000;1424511;42669;34588
1534611;2024-08-27 10:31:10,000;1424512;42669;34588
1534612;2024-08-27 10:31:10,000;1424513;42669;34588
1534613;2024-08-27 10:31:10,000;1424514;42669;34588
1534614;2024-08-27 10:31:10,000;1424515;42669;34588
1534615;2024-08-27 10:31:10,000;1424516;42669;34588
1534616;2024-08-27 10:31:10,000;1424528;42669;34588
1534617;2024-08-27 10:31:10,000;1424527;42669;34588
1534618;2024-08-27 10:31:10,000;1424526;42669;34588
1534619;2024-08-27 10:31:10,000;1424525;42669;34588
1534620;2024-08-27 10:31:10,000;1424524;42669;34588
1534621;2024-08-27 10:31:10,000;1424522;42669;34588
1534622;2024-08-27 10:31:10,000;1424521;42669;34588
1534623;2024-08-27 10:31:10,000;1424520;42669;34588
1534624;2024-08-27 10:31:10,000;1424519;42669;34588
1534625;2024-08-27 10:31:10,000;1424518;42669;34588
1534626;2024-08-27 10:31:10,000;1424517;42669;34588
1534627;2024-08-27 10:31:10,000;1424529;42669;34588
1534628;2024-08-27 10:31:10,000;1424530;42669;34588
1534629;2024-08-27 10:31:10,000;1424531;42669;34588
1534630;2024-08-27 10:31:10,000;1424532;42669;34588
1534631;2024-08-27 10:31:10,000;1424533;42669;34588
1534632;2024-08-27 10:31:10,000;1424534;42669;34588
1534633;2024-08-27 10:31:10,000;1424535;42669;34588
1534634;2024-08-27 10:31:10,000;1424537;42669;34588
1534635;2024-08-27 10:31:10,000;1424538;42669;34588
1534636;2024-08-27 10:31:10,000;1424539;42669;34588
1534637;2024-08-27 10:31:10,000;1424540;42669;34588
1534638;2024-08-27 10:31:10,000;1424541;42669;34588
1534639;2024-08-27 10:31:10,000;1424542;42669;34588
1534640;2024-08-27 10:31:10,000;1424543;42669;34588
1534641;2024-08-27 10:31:10,000;1424547;42669;34588
1534642;2024-08-27 10:31:10,000;1424545;42669;34588
1534643;2024-08-27 10:31:10,000;1424544;42669;34588
1534644;2024-08-27 10:31:10,000;1424548;42669;34588
1534645;2024-08-27 10:31:10,000;1424549;42669;34588
1534646;2024-08-27 10:31:10,000;1424550;42669;34588
1534647;2024-08-27 10:31:10,000;1424551;42669;34588
1534648;2024-08-27 10:31:10,000;1424552;42669;34588
1534649;2024-08-27 10:31:10,000;1424553;42669;34588
1534650;2024-08-27 10:31:10,000;1424554;42669;34588
1534651;2024-08-27 10:31:10,000;1424555;42669;34588
1534652;2024-08-27 10:31:10,000;1424556;42669;34588
1534653;2024-08-27 10:31:10,000;1424557;42669;34588
1534654;2024-08-27 10:31:10,000;1424558;42669;34588
1534655;2024-08-27 10:31:10,000;1424560;42669;34588
1534656;2024-08-27 10:31:10,000;1424559;42669;34588
1534657;2024-08-27 10:31:10,000;1424561;42669;34588
1534658;2024-08-27 10:31:10,000;1424562;42669;34588
1534659;2024-08-27 10:31:10,000;1424563;42669;34588
1534660;2024-08-27 10:31:10,000;1424564;42669;34588
1534661;2024-08-27 10:31:10,000;1424565;42669;34588
1534662;2024-08-27 10:31:10,000;1424566;42669;34588
1534663;2024-08-27 10:31:10,000;1424462;42670;34588
1534664;2024-08-27 10:31:10,000;1424463;42670;34588
1534665;2024-08-27 10:31:10,000;1424464;42670;34588
1534666;2024-08-27 10:31:10,000;1424465;42670;34588
1534667;2024-08-27 10:31:10,000;1424466;42670;34588
1534668;2024-08-27 10:31:10,000;1424467;42670;34588
1534669;2024-08-27 10:31:10,000;1424468;42670;34588
1534670;2024-08-27 10:31:10,000;1424470;42670;34588
1534671;2024-08-27 10:31:10,000;1424469;42670;34588
1534672;2024-08-27 10:31:10,000;1424471;42670;34588
1534673;2024-08-27 10:31:10,000;1424472;42670;34588
1534674;2024-08-27 10:31:10,000;1424473;42670;34588
1534675;2024-08-27 10:31:10,000;1424474;42670;34588
1534676;2024-08-27 10:31:10,000;1424475;42670;34588
1534677;2024-08-27 10:31:10,000;1424476;42670;34588
1534678;2024-08-27 10:31:10,000;1424477;42670;34588
1534679;2024-08-27 10:31:10,000;1424478;42670;34588
1534680;2024-08-27 10:31:10,000;1424479;42670;34588
1534681;2024-08-27 10:31:10,000;1424480;42670;34588
1534682;2024-08-27 10:31:10,000;1424481;42670;34588
1534683;2024-08-27 10:31:10,000;1424482;42670;34588
1534684;2024-08-27 10:31:10,000;1424483;42670;34588
1534685;2024-08-27 10:31:10,000;1424484;42670;34588
1534686;2024-08-27 10:31:10,000;1424485;42670;34588
1534687;2024-08-27 10:31:10,000;1424486;42670;34588
1534688;2024-08-27 10:31:10,000;1424487;42670;34588
1534689;2024-08-27 10:31:10,000;1424488;42670;34588
1534690;2024-08-27 10:31:10,000;1424489;42670;34588
1534691;2024-08-27 10:31:10,000;1424490;42670;34588
1534692;2024-08-27 10:31:10,000;1424491;42670;34588
1534693;2024-08-27 10:31:10,000;1424492;42670;34588
1534694;2024-08-27 10:31:10,000;1424493;42670;34588
1534695;2024-08-27 10:31:10,000;1424494;42670;34588
1534696;2024-08-27 10:31:10,000;1424495;42670;34588
1534697;2024-08-27 10:31:10,000;1424496;42670;34588
1534698;2024-08-27 10:31:10,000;1424497;42670;34588
1534699;2024-08-27 10:31:10,000;1424498;42670;34588
1534700;2024-08-27 10:31:10,000;1424499;42670;34588
1534701;2024-08-27 10:31:10,000;1424500;42670;34588
1534702;2024-08-27 10:31:10,000;1424501;42670;34588
1534703;2024-08-27 10:31:10,000;1424502;42670;34588
1534704;2024-08-27 10:31:10,000;1424503;42670;34588
1534705;2024-08-27 10:31:10,000;1424504;42670;34588
1534706;2024-08-27 10:31:10,000;1424505;42670;34588
1534707;2024-08-27 10:31:10,000;1424507;42670;34588
1534708;2024-08-27 10:31:10,000;1424506;42670;34588
1534709;2024-08-27 10:31:10,000;1424508;42670;34588
1534710;2024-08-27 10:31:10,000;1424509;42670;34588
1534711;2024-08-27 10:31:10,000;1424510;42670;34588
1534712;2024-08-27 10:31:10,000;1424511;42670;34588
1534713;2024-08-27 10:31:10,000;1424512;42670;34588
1534714;2024-08-27 10:31:10,000;1424513;42670;34588
1534715;2024-08-27 10:31:10,000;1424514;42670;34588
1534716;2024-08-27 10:31:10,000;1424515;42670;34588
1534717;2024-08-27 10:31:10,000;1424516;42670;34588
1534718;2024-08-27 10:31:10,000;1424528;42670;34588
1534719;2024-08-27 10:31:10,000;1424527;42670;34588
1534720;2024-08-27 10:31:10,000;1424526;42670;34588
1534721;2024-08-27 10:31:10,000;1424525;42670;34588
1534722;2024-08-27 10:31:10,000;1424524;42670;34588
1534723;2024-08-27 10:31:10,000;1424522;42670;34588
1534724;2024-08-27 10:31:10,000;1424521;42670;34588
1534725;2024-08-27 10:31:10,000;1424520;42670;34588
1534726;2024-08-27 10:31:10,000;1424519;42670;34588
1534727;2024-08-27 10:31:10,000;1424518;42670;34588
1534728;2024-08-27 10:31:10,000;1424517;42670;34588
1534729;2024-08-27 10:31:10,000;1424529;42670;34588
1534730;2024-08-27 10:31:10,000;1424530;42670;34588
1534731;2024-08-27 10:31:10,000;1424531;42670;34588
1534732;2024-08-27 10:31:10,000;1424532;42670;34588
1534733;2024-08-27 10:31:10,000;1424533;42670;34588
1534734;2024-08-27 10:31:10,000;1424534;42670;34588
1534735;2024-08-27 10:31:10,000;1424535;42670;34588
1534736;2024-08-27 10:31:10,000;1424537;42670;34588
1534737;2024-08-27 10:31:10,000;1424538;42670;34588
1534738;2024-08-27 10:31:10,000;1424539;42670;34588
1534739;2024-08-27 10:31:10,000;1424540;42670;34588
1534740;2024-08-27 10:31:10,000;1424541;42670;34588
1534741;2024-08-27 10:31:10,000;1424542;42670;34588
1534742;2024-08-27 10:31:10,000;1424543;42670;34588
1534743;2024-08-27 10:31:10,000;1424547;42670;34588
1534744;2024-08-27 10:31:10,000;1424545;42670;34588
1534745;2024-08-27 10:31:10,000;1424544;42670;34588
1534746;2024-08-27 10:31:10,000;1424548;42670;34588
1534747;2024-08-27 10:31:10,000;1424549;42670;34588
1534748;2024-08-27 10:31:10,000;1424550;42670;34588
1534749;2024-08-27 10:31:10,000;1424551;42670;34588
1534750;2024-08-27 10:31:10,000;1424552;42670;34588
1534751;2024-08-27 10:31:10,000;1424553;42670;34588
1534752;2024-08-27 10:31:10,000;1424554;42670;34588
1534753;2024-08-27 10:31:10,000;1424555;42670;34588
1534754;2024-08-27 10:31:10,000;1424556;42670;34588
1534755;2024-08-27 10:31:10,000;1424557;42670;34588
1534459;2024-08-27 10:31:10,000;1424462;42668;34588
1534460;2024-08-27 10:31:10,000;1424463;42668;34588
1534461;2024-08-27 10:31:10,000;1424464;42668;34588
1534462;2024-08-27 10:31:10,000;1424465;42668;34588
1534463;2024-08-27 10:31:10,000;1424466;42668;34588
1534464;2024-08-27 10:31:10,000;1424467;42668;34588
1534465;2024-08-27 10:31:10,000;1424468;42668;34588
1534466;2024-08-27 10:31:10,000;1424470;42668;34588
1534467;2024-08-27 10:31:10,000;1424469;42668;34588
1534468;2024-08-27 10:31:10,000;1424471;42668;34588
1534469;2024-08-27 10:31:10,000;1424472;42668;34588
1534470;2024-08-27 10:31:10,000;1424473;42668;34588
1534471;2024-08-27 10:31:10,000;1424474;42668;34588
1534472;2024-08-27 10:31:10,000;1424475;42668;34588
1534473;2024-08-27 10:31:10,000;1424476;42668;34588
1534474;2024-08-27 10:31:10,000;1424477;42668;34588
1534475;2024-08-27 10:31:10,000;1424478;42668;34588
1534476;2024-08-27 10:31:10,000;1424479;42668;34588
1534477;2024-08-27 10:31:10,000;1424480;42668;34588
1534478;2024-08-27 10:31:10,000;1424481;42668;34588
1534479;2024-08-27 10:31:10,000;1424482;42668;34588
1534480;2024-08-27 10:31:10,000;1424483;42668;34588
1534481;2024-08-27 10:31:10,000;1424484;42668;34588
1534482;2024-08-27 10:31:10,000;1424485;42668;34588
1534483;2024-08-27 10:31:10,000;1424486;42668;34588
1534484;2024-08-27 10:31:10,000;1424487;42668;34588
1534485;2024-08-27 10:31:10,000;1424488;42668;34588
1534486;2024-08-27 10:31:10,000;1424489;42668;34588
1534487;2024-08-27 10:31:10,000;1424490;42668;34588
1534488;2024-08-27 10:31:10,000;1424491;42668;34588
1534489;2024-08-27 10:31:10,000;1424492;42668;34588
1534490;2024-08-27 10:31:10,000;1424493;42668;34588
1534491;2024-08-27 10:31:10,000;1424494;42668;34588
1534492;2024-08-27 10:31:10,000;1424495;42668;34588
1534493;2024-08-27 10:31:10,000;1424496;42668;34588
1534494;2024-08-27 10:31:10,000;1424497;42668;34588
1534495;2024-08-27 10:31:10,000;1424498;42668;34588
1534496;2024-08-27 10:31:10,000;1424499;42668;34588
1534497;2024-08-27 10:31:10,000;1424500;42668;34588
1534498;2024-08-27 10:31:10,000;1424501;42668;34588
1534499;2024-08-27 10:31:10,000;1424502;42668;34588
1534500;2024-08-27 10:31:10,000;1424503;42668;34588
1534501;2024-08-27 10:31:10,000;1424504;42668;34588
1534502;2024-08-27 10:31:10,000;1424505;42668;34588
1534503;2024-08-27 10:31:10,000;1424507;42668;34588
1534504;2024-08-27 10:31:10,000;1424506;42668;34588
1534505;2024-08-27 10:31:10,000;1424508;42668;34588
1534506;2024-08-27 10:31:10,000;1424509;42668;34588
1534507;2024-08-27 10:31:10,000;1424510;42668;34588
1534508;2024-08-27 10:31:10,000;1424511;42668;34588
1534509;2024-08-27 10:31:10,000;1424512;42668;34588
1534510;2024-08-27 10:31:10,000;1424513;42668;34588
1534511;2024-08-27 10:31:10,000;1424514;42668;34588
1534512;2024-08-27 10:31:10,000;1424515;42668;34588
1534513;2024-08-27 10:31:10,000;1424516;42668;34588
1534514;2024-08-27 10:31:10,000;1424528;42668;34588
1534515;2024-08-27 10:31:10,000;1424527;42668;34588
1534516;2024-08-27 10:31:10,000;1424526;42668;34588
1534517;2024-08-27 10:31:10,000;1424525;42668;34588
1534518;2024-08-27 10:31:10,000;1424524;42668;34588
1534519;2024-08-27 10:31:10,000;1424522;42668;34588
1534520;2024-08-27 10:31:10,000;1424521;42668;34588
1534521;2024-08-27 10:31:10,000;1424520;42668;34588
1534522;2024-08-27 10:31:10,000;1424519;42668;34588
1534523;2024-08-27 10:31:10,000;1424518;42668;34588
1534524;2024-08-27 10:31:10,000;1424517;42668;34588
1534525;2024-08-27 10:31:10,000;1424529;42668;34588
1534526;2024-08-27 10:31:10,000;1424530;42668;34588
1534527;2024-08-27 10:31:10,000;1424531;42668;34588
1534528;2024-08-27 10:31:10,000;1424532;42668;34588
1534529;2024-08-27 10:31:10,000;1424533;42668;34588
1534530;2024-08-27 10:31:10,000;1424534;42668;34588
1534531;2024-08-27 10:31:10,000;1424535;42668;34588
1534532;2024-08-27 10:31:10,000;1424537;42668;34588
1534533;2024-08-27 10:31:10,000;1424538;42668;34588
1534534;2024-08-27 10:31:10,000;1424539;42668;34588
1534535;2024-08-27 10:31:10,000;1424540;42668;34588
1534536;2024-08-27 10:31:10,000;1424541;42668;34588
1534537;2024-08-27 10:31:10,000;1424542;42668;34588
1534538;2024-08-27 10:31:10,000;1424543;42668;34588
1534539;2024-08-27 10:31:10,000;1424547;42668;34588
1534540;2024-08-27 10:31:10,000;1424545;42668;34588
1534541;2024-08-27 10:31:10,000;1424544;42668;34588
1534542;2024-08-27 10:31:10,000;1424548;42668;34588
1534543;2024-08-27 10:31:10,000;1424549;42668;34588
1534544;2024-08-27 10:31:10,000;1424550;42668;34588
1534545;2024-08-27 10:31:10,000;1424551;42668;34588
1534546;2024-08-27 10:31:10,000;1424552;42668;34588
1534547;2024-08-27 10:31:10,000;1424553;42668;34588
1534548;2024-08-27 10:31:10,000;1424554;42668;34588
1534549;2024-08-27 10:31:10,000;1424555;42668;34588
1534550;2024-08-27 10:31:10,000;1424556;42668;34588
1534551;2024-08-27 10:31:10,000;1424557;42668;34588
1534552;2024-08-27 10:31:10,000;1424558;42668;34588
1534553;2024-08-27 10:31:10,000;1424560;42668;34588
1534554;2024-08-27 10:31:10,000;1424559;42668;34588
1534555;2024-08-27 10:31:10,000;1424561;42668;34588
1534556;2024-08-27 10:31:10,000;1424562;42668;34588
1534557;2024-08-27 10:31:10,000;1424563;42668;34588
1534558;2024-08-27 10:31:10,000;1424564;42668;34588
1534559;2024-08-27 10:31:10,000;1424565;42668;34588
1534560;2024-08-27 10:31:10,000;1424566;42668;34588
1534357;2024-08-27 10:31:10,000;1424462;42667;34588
1534358;2024-08-27 10:31:10,000;1424463;42667;34588
1534359;2024-08-27 10:31:10,000;1424464;42667;34588
1534360;2024-08-27 10:31:10,000;1424465;42667;34588
1534361;2024-08-27 10:31:10,000;1424466;42667;34588
1534362;2024-08-27 10:31:10,000;1424467;42667;34588
1534363;2024-08-27 10:31:10,000;1424468;42667;34588
1534364;2024-08-27 10:31:10,000;1424470;42667;34588
1534365;2024-08-27 10:31:10,000;1424469;42667;34588
1534366;2024-08-27 10:31:10,000;1424471;42667;34588
1534367;2024-08-27 10:31:10,000;1424472;42667;34588
1534368;2024-08-27 10:31:10,000;1424473;42667;34588
1534369;2024-08-27 10:31:10,000;1424474;42667;34588
1534370;2024-08-27 10:31:10,000;1424475;42667;34588
1534371;2024-08-27 10:31:10,000;1424476;42667;34588
1534372;2024-08-27 10:31:10,000;1424477;42667;34588
1534373;2024-08-27 10:31:10,000;1424478;42667;34588
1534374;2024-08-27 10:31:10,000;1424479;42667;34588
1534375;2024-08-27 10:31:10,000;1424480;42667;34588
1534376;2024-08-27 10:31:10,000;1424481;42667;34588
1534377;2024-08-27 10:31:10,000;1424482;42667;34588
1534378;2024-08-27 10:31:10,000;1424483;42667;34588
1534379;2024-08-27 10:31:10,000;1424484;42667;34588
1534380;2024-08-27 10:31:10,000;1424485;42667;34588
1534381;2024-08-27 10:31:10,000;1424486;42667;34588
1534382;2024-08-27 10:31:10,000;1424487;42667;34588
1534383;2024-08-27 10:31:10,000;1424488;42667;34588
1534384;2024-08-27 10:31:10,000;1424489;42667;34588
1534385;2024-08-27 10:31:10,000;1424490;42667;34588
1534386;2024-08-27 10:31:10,000;1424491;42667;34588
1534387;2024-08-27 10:31:10,000;1424492;42667;34588
1534388;2024-08-27 10:31:10,000;1424493;42667;34588
1534389;2024-08-27 10:31:10,000;1424494;42667;34588
1534390;2024-08-27 10:31:10,000;1424495;42667;34588
1534391;2024-08-27 10:31:10,000;1424496;42667;34588
1534392;2024-08-27 10:31:10,000;1424497;42667;34588
1534393;2024-08-27 10:31:10,000;1424498;42667;34588
1534394;2024-08-27 10:31:10,000;1424499;42667;34588
1534395;2024-08-27 10:31:10,000;1424500;42667;34588
1534396;2024-08-27 10:31:10,000;1424501;42667;34588
1534397;2024-08-27 10:31:10,000;1424502;42667;34588
1534398;2024-08-27 10:31:10,000;1424503;42667;34588
1534399;2024-08-27 10:31:10,000;1424504;42667;34588
1534400;2024-08-27 10:31:10,000;1424505;42667;34588
1534401;2024-08-27 10:31:10,000;1424507;42667;34588
1534402;2024-08-27 10:31:10,000;1424506;42667;34588
1534403;2024-08-27 10:31:10,000;1424508;42667;34588
1534404;2024-08-27 10:31:10,000;1424509;42667;34588
1534405;2024-08-27 10:31:10,000;1424510;42667;34588
1534406;2024-08-27 10:31:10,000;1424511;42667;34588
1534407;2024-08-27 10:31:10,000;1424512;42667;34588
1534408;2024-08-27 10:31:10,000;1424513;42667;34588
1534409;2024-08-27 10:31:10,000;1424514;42667;34588
1534410;2024-08-27 10:31:10,000;1424515;42667;34588
1534411;2024-08-27 10:31:10,000;1424516;42667;34588
1534412;2024-08-27 10:31:10,000;1424528;42667;34588
1534413;2024-08-27 10:31:10,000;1424527;42667;34588
1534414;2024-08-27 10:31:10,000;1424526;42667;34588
1534415;2024-08-27 10:31:10,000;1424525;42667;34588
1534416;2024-08-27 10:31:10,000;1424524;42667;34588
1534417;2024-08-27 10:31:10,000;1424522;42667;34588
1534418;2024-08-27 10:31:10,000;1424521;42667;34588
1534419;2024-08-27 10:31:10,000;1424520;42667;34588
1534420;2024-08-27 10:31:10,000;1424519;42667;34588
1534421;2024-08-27 10:31:10,000;1424518;42667;34588
1534422;2024-08-27 10:31:10,000;1424517;42667;34588
1534423;2024-08-27 10:31:10,000;1424529;42667;34588
1534424;2024-08-27 10:31:10,000;1424530;42667;34588
1534425;2024-08-27 10:31:10,000;1424531;42667;34588
1534426;2024-08-27 10:31:10,000;1424532;42667;34588
1534427;2024-08-27 10:31:10,000;1424533;42667;34588
1534428;2024-08-27 10:31:10,000;1424534;42667;34588
1534429;2024-08-27 10:31:10,000;1424535;42667;34588
1534430;2024-08-27 10:31:10,000;1424537;42667;34588
1534431;2024-08-27 10:31:10,000;1424538;42667;34588
1534432;2024-08-27 10:31:10,000;1424539;42667;34588
1534433;2024-08-27 10:31:10,000;1424540;42667;34588
1534434;2024-08-27 10:31:10,000;1424541;42667;34588
1534435;2024-08-27 10:31:10,000;1424542;42667;34588
1534436;2024-08-27 10:31:10,000;1424543;42667;34588
1534437;2024-08-27 10:31:10,000;1424547;42667;34588
1534438;2024-08-27 10:31:10,000;1424545;42667;34588
1534439;2024-08-27 10:31:10,000;1424544;42667;34588
1534440;2024-08-27 10:31:10,000;1424548;42667;34588
1534441;2024-08-27 10:31:10,000;1424549;42667;34588
1534442;2024-08-27 10:31:10,000;1424550;42667;34588
1534443;2024-08-27 10:31:10,000;1424551;42667;34588
1534444;2024-08-27 10:31:10,000;1424552;42667;34588
1534445;2024-08-27 10:31:10,000;1424553;42667;34588
1534446;2024-08-27 10:31:10,000;1424554;42667;34588
1534447;2024-08-27 10:31:10,000;1424555;42667;34588
1534448;2024-08-27 10:31:10,000;1424556;42667;34588
1534449;2024-08-27 10:31:10,000;1424557;42667;34588
1534450;2024-08-27 10:31:10,000;1424558;42667;34588
1534451;2024-08-27 10:31:10,000;1424560;42667;34588
1534452;2024-08-27 10:31:10,000;1424559;42667;34588
1534453;2024-08-27 10:31:10,000;1424561;42667;34588
1534454;2024-08-27 10:31:10,000;1424562;42667;34588
1534455;2024-08-27 10:31:10,000;1424563;42667;34588
1534456;2024-08-27 10:31:10,000;1424564;42667;34588
1534457;2024-08-27 10:31:10,000;1424565;42667;34588
1534458;2024-08-27 10:31:10,000;1424566;42667;34588
1533449;2024-08-26 12:28:34,000;1426415;42660;34588
1533450;2024-08-26 12:28:34,000;1426416;42660;34588
1533451;2024-08-26 12:28:34,000;1426417;42660;34588
1533452;2024-08-26 12:28:34,000;1426418;42660;34588
1533453;2024-08-26 12:28:34,000;1426419;42660;34588
