id_usuario_x_identificador;fecha_alta;id_identificador;id_usuario;id_usuario_alta
2503914;2025-05-09 12:55:31,000;1419486;40861;39932
2503915;2025-05-09 12:55:31,000;1419487;40861;39932
2503916;2025-05-09 12:55:31,000;1419489;40861;39932
2503917;2025-05-09 12:55:31,000;1419490;40861;39932
2503918;2025-05-09 12:55:31,000;1419492;40861;39932
2503919;2025-05-09 12:55:31,000;1419493;40861;39932
2503920;2025-05-09 12:55:31,000;1419494;40861;39932
2503921;2025-05-09 12:55:31,000;1419495;40861;39932
2503922;2025-05-09 12:55:31,000;1419496;40861;39932
2503923;2025-05-09 12:55:31,000;1419497;40861;39932
2503924;2025-05-09 12:55:31,000;1419498;40861;39932
2503925;2025-05-09 12:55:31,000;1419499;40861;39932
2503926;2025-05-09 12:55:31,000;1419501;40861;39932
2503927;2025-05-09 12:55:31,000;1419502;40861;39932
2503928;2025-05-09 12:55:31,000;1419503;40861;39932
2503929;2025-05-09 12:55:31,000;1419504;40861;39932
2503930;2025-05-09 12:55:31,000;1419505;40861;39932
2503931;2025-05-09 12:55:31,000;1419506;40861;39932
2503932;2025-05-09 12:55:31,000;1419507;40861;39932
2503933;2025-05-09 12:55:31,000;1419508;40861;39932
2503934;2025-05-09 12:55:31,000;1419509;40861;39932
2503935;2025-05-09 12:55:31,000;1419510;40861;39932
2503936;2025-05-09 12:55:31,000;1419511;40861;39932
2503937;2025-05-09 12:55:31,000;1419513;40861;39932
2503938;2025-05-09 12:55:31,000;1419514;40861;39932
2503939;2025-05-09 12:55:31,000;1419515;40861;39932
2503940;2025-05-09 12:55:31,000;1419516;40861;39932
2503941;2025-05-09 12:55:31,000;1419518;40861;39932
2503942;2025-05-09 12:55:31,000;1419519;40861;39932
2503943;2025-05-09 12:55:31,000;1419520;40861;39932
2503944;2025-05-09 12:55:31,000;1419521;40861;39932
2503945;2025-05-09 12:55:31,000;1419522;40861;39932
2503946;2025-05-09 12:55:31,000;1424444;40861;39932
2503947;2025-05-09 12:55:31,000;1424445;40861;39932
2503948;2025-05-09 12:55:31,000;1424446;40861;39932
2503949;2025-05-09 12:55:31,000;1424447;40861;39932
2503950;2025-05-09 12:55:31,000;1424448;40861;39932
2503951;2025-05-09 12:55:31,000;1424449;40861;39932
2503952;2025-05-09 12:55:31,000;1424450;40861;39932
2503953;2025-05-09 12:55:31,000;1424451;40861;39932
2503954;2025-05-09 12:55:31,000;1424452;40861;39932
2503955;2025-05-09 12:55:31,000;1424453;40861;39932
2503956;2025-05-09 12:55:31,000;1424454;40861;39932
2503957;2025-05-09 12:55:31,000;1424455;40861;39932
2503958;2025-05-09 12:55:31,000;1424456;40861;39932
2503959;2025-05-09 12:55:31,000;1424457;40861;39932
2503960;2025-05-09 12:55:31,000;1424458;40861;39932
2503961;2025-05-09 12:55:31,000;1424459;40861;39932
2503962;2025-05-09 12:55:31,000;1424460;40861;39932
2503963;2025-05-09 12:55:31,000;1424461;40861;39932
2503964;2025-05-09 12:55:31,000;1424462;40861;39932
2503965;2025-05-09 12:55:31,000;1424463;40861;39932
2503966;2025-05-09 12:55:31,000;1424464;40861;39932
2503967;2025-05-09 12:55:31,000;1424465;40861;39932
2503968;2025-05-09 12:55:31,000;1424466;40861;39932
2503969;2025-05-09 12:55:31,000;1424467;40861;39932
2503970;2025-05-09 12:55:31,000;1424468;40861;39932
2503971;2025-05-09 12:55:31,000;1424469;40861;39932
2503972;2025-05-09 12:55:31,000;1424470;40861;39932
2503973;2025-05-09 12:55:31,000;1424471;40861;39932
2503974;2025-05-09 12:55:31,000;1424472;40861;39932
2503975;2025-05-09 12:55:31,000;1424473;40861;39932
2503976;2025-05-09 12:55:31,000;1424474;40861;39932
2503977;2025-05-09 12:55:31,000;1424475;40861;39932
2503978;2025-05-09 12:55:31,000;1424476;40861;39932
2503979;2025-05-09 12:55:31,000;1424477;40861;39932
2503980;2025-05-09 12:55:31,000;1424478;40861;39932
2503981;2025-05-09 12:55:31,000;1424479;40861;39932
2503982;2025-05-09 12:55:31,000;1424480;40861;39932
2503983;2025-05-09 12:55:31,000;1424481;40861;39932
2503984;2025-05-09 12:55:31,000;1424482;40861;39932
2503985;2025-05-09 12:55:31,000;1424483;40861;39932
2503986;2025-05-09 12:55:31,000;1424484;40861;39932
2503987;2025-05-09 12:55:31,000;1424485;40861;39932
2503988;2025-05-09 12:55:31,000;1424486;40861;39932
2503989;2025-05-09 12:55:31,000;1424487;40861;39932
2503990;2025-05-09 12:55:31,000;1424488;40861;39932
2503991;2025-05-09 12:55:31,000;1424489;40861;39932
2503992;2025-05-09 12:55:31,000;1424490;40861;39932
2503993;2025-05-09 12:55:31,000;1424491;40861;39932
2503994;2025-05-09 12:55:31,000;1424492;40861;39932
2503995;2025-05-09 12:55:31,000;1424493;40861;39932
2503996;2025-05-09 12:55:31,000;1424494;40861;39932
2503997;2025-05-09 12:55:31,000;1424495;40861;39932
2503998;2025-05-09 12:55:31,000;1424496;40861;39932
2503999;2025-05-09 12:55:31,000;1424497;40861;39932
2504000;2025-05-09 12:55:31,000;1424498;40861;39932
2504001;2025-05-09 12:55:31,000;1424499;40861;39932
2504002;2025-05-09 12:55:31,000;1424500;40861;39932
2504003;2025-05-09 12:55:31,000;1424501;40861;39932
2504004;2025-05-09 12:55:31,000;1424502;40861;39932
2504005;2025-05-09 12:55:31,000;1424503;40861;39932
2504006;2025-05-09 12:55:31,000;1424504;40861;39932
2504007;2025-05-09 12:55:31,000;1424505;40861;39932
2504008;2025-05-09 12:55:31,000;1424506;40861;39932
2504009;2025-05-09 12:55:31,000;1424507;40861;39932
2504010;2025-05-09 12:55:31,000;1424508;40861;39932
2504011;2025-05-09 12:55:31,000;1424509;40861;39932
2504012;2025-05-09 12:55:31,000;1424510;40861;39932
2504013;2025-05-09 12:55:31,000;1424511;40861;39932
2504014;2025-05-09 12:55:31,000;1424512;40861;39932
2504015;2025-05-09 12:55:31,000;1424513;40861;39932
2504016;2025-05-09 12:55:31,000;1424514;40861;39932
2504017;2025-05-09 12:55:31,000;1424515;40861;39932
2504018;2025-05-09 12:55:31,000;1424516;40861;39932
2504019;2025-05-09 12:55:31,000;1424517;40861;39932
2504020;2025-05-09 12:55:31,000;1424518;40861;39932
2504021;2025-05-09 12:55:31,000;1424519;40861;39932
2504022;2025-05-09 12:55:31,000;1424520;40861;39932
2504023;2025-05-09 12:55:31,000;1424521;40861;39932
2504024;2025-05-09 12:55:31,000;1424522;40861;39932
2504025;2025-05-09 12:55:31,000;1424524;40861;39932
2504026;2025-05-09 12:55:31,000;1424525;40861;39932
2504027;2025-05-09 12:55:31,000;1424526;40861;39932
2504028;2025-05-09 12:55:31,000;1424527;40861;39932
2504029;2025-05-09 12:55:31,000;1424528;40861;39932
2504030;2025-05-09 12:55:31,000;1424529;40861;39932
2504031;2025-05-09 12:55:31,000;1424530;40861;39932
2504032;2025-05-09 12:55:31,000;1424531;40861;39932
2504033;2025-05-09 12:55:31,000;1424532;40861;39932
2504034;2025-05-09 12:55:31,000;1424533;40861;39932
2504035;2025-05-09 12:55:31,000;1424534;40861;39932
2504036;2025-05-09 12:55:31,000;1424535;40861;39932
2504037;2025-05-09 12:55:31,000;1424536;40861;39932
2504038;2025-05-09 12:55:31,000;1424537;40861;39932
2504039;2025-05-09 12:55:31,000;1424538;40861;39932
2504040;2025-05-09 12:55:31,000;1424539;40861;39932
2504041;2025-05-09 12:55:31,000;1424540;40861;39932
2504042;2025-05-09 12:55:31,000;1424541;40861;39932
2504043;2025-05-09 12:55:31,000;1424542;40861;39932
2504044;2025-05-09 12:55:31,000;1424543;40861;39932
2504045;2025-05-09 12:55:31,000;1424544;40861;39932
2504046;2025-05-09 12:55:31,000;1424545;40861;39932
2504047;2025-05-09 12:55:31,000;1424546;40861;39932
2504048;2025-05-09 12:55:31,000;1424547;40861;39932
2504049;2025-05-09 12:55:31,000;1424548;40861;39932
2504050;2025-05-09 12:55:31,000;1424549;40861;39932
2504051;2025-05-09 12:55:31,000;1424550;40861;39932
2504052;2025-05-09 12:55:31,000;1424551;40861;39932
2504053;2025-05-09 12:55:31,000;1424552;40861;39932
2504054;2025-05-09 12:55:31,000;1424553;40861;39932
2504055;2025-05-09 12:55:31,000;1424554;40861;39932
2504056;2025-05-09 12:55:31,000;1424555;40861;39932
2504057;2025-05-09 12:55:31,000;1424556;40861;39932
2504058;2025-05-09 12:55:31,000;1424557;40861;39932
2504059;2025-05-09 12:55:31,000;1424558;40861;39932
2504060;2025-05-09 12:55:31,000;1424559;40861;39932
2504061;2025-05-09 12:55:31,000;1424560;40861;39932
2504062;2025-05-09 12:55:31,000;1424561;40861;39932
2504063;2025-05-09 12:55:31,000;1424562;40861;39932
2504064;2025-05-09 12:55:31,000;1424563;40861;39932
2504065;2025-05-09 12:55:31,000;1424564;40861;39932
2504066;2025-05-09 12:55:31,000;1424565;40861;39932
2504067;2025-05-09 12:55:31,000;1424566;40861;39932
2504068;2025-05-09 12:55:31,000;1424567;40861;39932
2504069;2025-05-09 12:55:31,000;1424568;40861;39932
2504070;2025-05-09 12:55:31,000;1424569;40861;39932
2504071;2025-05-09 12:55:31,000;1424570;40861;39932
2504072;2025-05-09 12:55:31,000;1424571;40861;39932
2504073;2025-05-09 12:55:31,000;1424572;40861;39932
2504074;2025-05-09 12:55:31,000;1424573;40861;39932
2504075;2025-05-09 12:55:31,000;1424574;40861;39932
2504076;2025-05-09 12:55:31,000;1424575;40861;39932
2504077;2025-05-09 12:55:31,000;1424576;40861;39932
2504078;2025-05-09 12:55:31,000;1424577;40861;39932
2504079;2025-05-09 12:55:31,000;1424578;40861;39932
2504080;2025-05-09 12:55:31,000;1424579;40861;39932
2504081;2025-05-09 12:55:31,000;1424580;40861;39932
2504082;2025-05-09 12:55:31,000;1424581;40861;39932
2504083;2025-05-09 12:55:31,000;1424582;40861;39932
2504084;2025-05-09 12:55:31,000;1424583;40861;39932
2504085;2025-05-09 12:55:31,000;1424584;40861;39932
2504086;2025-05-09 12:55:31,000;1424585;40861;39932
2504087;2025-05-09 12:55:31,000;1424586;40861;39932
2504088;2025-05-09 12:55:31,000;1424587;40861;39932
2504089;2025-05-09 12:55:31,000;1424588;40861;39932
2504090;2025-05-09 12:55:31,000;1424589;40861;39932
2504091;2025-05-09 12:55:31,000;1424590;40861;39932
2504092;2025-05-09 12:55:31,000;1424591;40861;39932
2504093;2025-05-09 12:55:31,000;1424592;40861;39932
2504094;2025-05-09 12:55:31,000;1424593;40861;39932
2504095;2025-05-09 12:55:31,000;1424594;40861;39932
2504096;2025-05-09 12:55:31,000;1424595;40861;39932
2504097;2025-05-09 12:55:31,000;1424596;40861;39932
2504098;2025-05-09 12:55:31,000;1424597;40861;39932
2504099;2025-05-09 12:55:31,000;1424598;40861;39932
2504100;2025-05-09 12:55:31,000;1424599;40861;39932
2504101;2025-05-09 12:55:31,000;1424600;40861;39932
2504102;2025-05-09 12:55:31,000;1424601;40861;39932
2504103;2025-05-09 12:55:31,000;1424602;40861;39932
2504104;2025-05-09 12:55:31,000;1424603;40861;39932
2504105;2025-05-09 12:55:31,000;1424604;40861;39932
2504106;2025-05-09 12:55:31,000;1424605;40861;39932
2504107;2025-05-09 12:55:31,000;1424606;40861;39932
2504108;2025-05-09 12:55:31,000;1424607;40861;39932
2504109;2025-05-09 12:55:31,000;1424608;40861;39932
2504110;2025-05-09 12:55:31,000;1424609;40861;39932
2504111;2025-05-09 12:55:31,000;1424610;40861;39932
2504112;2025-05-09 12:55:31,000;1424611;40861;39932
2504113;2025-05-09 12:55:31,000;1424612;40861;39932
2504114;2025-05-09 12:55:31,000;1424613;40861;39932
2504115;2025-05-09 12:55:31,000;1424614;40861;39932
2504116;2025-05-09 12:55:31,000;1424615;40861;39932
2504117;2025-05-09 12:55:31,000;1424616;40861;39932
2504118;2025-05-09 12:55:31,000;1424617;40861;39932
2504119;2025-05-09 12:55:31,000;1424618;40861;39932
2504120;2025-05-09 12:55:31,000;1424619;40861;39932
2504121;2025-05-09 12:55:31,000;1426327;40861;39932
2504122;2025-05-09 12:55:31,000;1426328;40861;39932
2504123;2025-05-09 12:55:31,000;1426329;40861;39932
2504124;2025-05-09 12:55:31,000;1426330;40861;39932
2504125;2025-05-09 12:55:31,000;1426331;40861;39932
2504126;2025-05-09 12:55:31,000;1426332;40861;39932
2504127;2025-05-09 12:55:31,000;1426333;40861;39932
2504128;2025-05-09 12:55:31,000;1426334;40861;39932
2504129;2025-05-09 12:55:31,000;1426335;40861;39932
2504130;2025-05-09 12:55:31,000;1426336;40861;39932
2504131;2025-05-09 12:55:31,000;1426337;40861;39932
2504132;2025-05-09 12:55:31,000;1426338;40861;39932
2504133;2025-05-09 12:55:31,000;1426339;40861;39932
2504134;2025-05-09 12:55:31,000;1426340;40861;39932
2504135;2025-05-09 12:55:31,000;1426341;40861;39932
2504136;2025-05-09 12:55:31,000;1426342;40861;39932
2504137;2025-05-09 12:55:31,000;1426343;40861;39932
2504138;2025-05-09 12:55:31,000;1426344;40861;39932
2504139;2025-05-09 12:55:31,000;1426345;40861;39932
2504140;2025-05-09 12:55:31,000;1426346;40861;39932
2504141;2025-05-09 12:55:31,000;1426347;40861;39932
2504142;2025-05-09 12:55:31,000;1426348;40861;39932
2504143;2025-05-09 12:55:31,000;1426349;40861;39932
2504144;2025-05-09 12:55:31,000;1426350;40861;39932
2504145;2025-05-09 12:55:31,000;1426351;40861;39932
2504146;2025-05-09 12:55:31,000;1426352;40861;39932
2504147;2025-05-09 12:55:31,000;1426353;40861;39932
2504148;2025-05-09 12:55:31,000;1426354;40861;39932
2504149;2025-05-09 12:55:31,000;1426355;40861;39932
2504150;2025-05-09 12:55:31,000;1426356;40861;39932
2504151;2025-05-09 12:55:31,000;1426357;40861;39932
2504152;2025-05-09 12:55:31,000;1426358;40861;39932
2504153;2025-05-09 12:55:31,000;1426359;40861;39932
2504154;2025-05-09 12:55:31,000;1426360;40861;39932
2504155;2025-05-09 12:55:31,000;1426361;40861;39932
2504156;2025-05-09 12:55:31,000;1426362;40861;39932
2504157;2025-05-09 12:55:31,000;1426363;40861;39932
2504158;2025-05-09 12:55:31,000;1426364;40861;39932
2504159;2025-05-09 12:55:31,000;1426365;40861;39932
2504160;2025-05-09 12:55:31,000;1426366;40861;39932
2504161;2025-05-09 12:55:31,000;1426367;40861;39932
2504162;2025-05-09 12:55:31,000;1426368;40861;39932
2504163;2025-05-09 12:55:31,000;1426369;40861;39932
2504164;2025-05-09 12:55:31,000;1426370;40861;39932
2504165;2025-05-09 12:55:31,000;1426371;40861;39932
2504166;2025-05-09 12:55:31,000;1426372;40861;39932
2504167;2025-05-09 12:55:31,000;1426373;40861;39932
2504168;2025-05-09 12:55:31,000;1426374;40861;39932
2504169;2025-05-09 12:55:31,000;1426375;40861;39932
2504170;2025-05-09 12:55:31,000;1426376;40861;39932
2504171;2025-05-09 12:55:31,000;1426377;40861;39932
2504172;2025-05-09 12:55:31,000;1426378;40861;39932
2504173;2025-05-09 12:55:31,000;1426379;40861;39932
2504174;2025-05-09 12:55:31,000;1426380;40861;39932
2504175;2025-05-09 12:55:31,000;1426381;40861;39932
2504176;2025-05-09 12:55:31,000;1426382;40861;39932
2504177;2025-05-09 12:55:31,000;1426383;40861;39932
2504178;2025-05-09 12:55:31,000;1426384;40861;39932
2504179;2025-05-09 12:55:31,000;1426385;40861;39932
2504180;2025-05-09 12:55:31,000;1426386;40861;39932
2504181;2025-05-09 12:55:31,000;1426387;40861;39932
2504182;2025-05-09 12:55:31,000;1426388;40861;39932
2504183;2025-05-09 12:55:31,000;1426389;40861;39932
2504184;2025-05-09 12:55:31,000;1426390;40861;39932
2504185;2025-05-09 12:55:31,000;1426391;40861;39932
2504186;2025-05-09 12:55:31,000;1426392;40861;39932
2504187;2025-05-09 12:55:31,000;1426393;40861;39932
2504188;2025-05-09 12:55:31,000;1426394;40861;39932
2504189;2025-05-09 12:55:31,000;1426395;40861;39932
2504190;2025-05-09 12:55:31,000;1426396;40861;39932
2504191;2025-05-09 12:55:31,000;1426397;40861;39932
2504192;2025-05-09 12:55:31,000;1426398;40861;39932
2504193;2025-05-09 12:55:31,000;1426399;40861;39932
2504194;2025-05-09 12:55:31,000;1426400;40861;39932
2504195;2025-05-09 12:55:31,000;1426401;40861;39932
2504196;2025-05-09 12:55:31,000;1426402;40861;39932
2504197;2025-05-09 12:55:31,000;1426403;40861;39932
2504198;2025-05-09 12:55:31,000;1426404;40861;39932
2504199;2025-05-09 12:55:31,000;1426405;40861;39932
2504200;2025-05-09 12:55:31,000;1426406;40861;39932
2504201;2025-05-09 12:55:31,000;1426407;40861;39932
2504202;2025-05-09 12:55:31,000;1426408;40861;39932
2504203;2025-05-09 12:55:31,000;1426409;40861;39932
2504204;2025-05-09 12:55:31,000;1426410;40861;39932
2504205;2025-05-09 12:55:31,000;1426411;40861;39932
2504206;2025-05-09 12:55:31,000;1426412;40861;39932
2504207;2025-05-09 12:55:31,000;1426413;40861;39932
2504208;2025-05-09 12:55:31,000;1426414;40861;39932
2504209;2025-05-09 12:55:31,000;1426415;40861;39932
2504210;2025-05-09 12:55:31,000;1426416;40861;39932
2504211;2025-05-09 12:55:31,000;1426417;40861;39932
2504212;2025-05-09 12:55:31,000;1426418;40861;39932
2504213;2025-05-09 12:55:31,000;1426419;40861;39932
2504214;2025-05-09 12:55:31,000;1426420;40861;39932
2504215;2025-05-09 12:55:31,000;1426421;40861;39932
2504216;2025-05-09 12:55:31,000;1426422;40861;39932
2504217;2025-05-09 12:55:31,000;1426423;40861;39932
2504218;2025-05-09 12:55:31,000;1426424;40861;39932
2504219;2025-05-09 12:55:31,000;1426425;40861;39932
2504220;2025-05-09 12:55:31,000;1426426;40861;39932
2504221;2025-05-09 12:55:31,000;1426427;40861;39932
2504222;2025-05-09 12:55:31,000;1426428;40861;39932
2504223;2025-05-09 12:55:31,000;1426429;40861;39932
2504224;2025-05-09 12:55:31,000;1426430;40861;39932
2504225;2025-05-09 12:55:31,000;1426431;40861;39932
2504226;2025-05-09 12:55:31,000;1426432;40861;39932
2504227;2025-05-09 12:55:31,000;1426433;40861;39932
2504228;2025-05-09 12:55:31,000;1426434;40861;39932
2504229;2025-05-09 12:55:31,000;1426435;40861;39932
2504230;2025-05-09 12:55:31,000;1426436;40861;39932
2504231;2025-05-09 12:55:31,000;1426437;40861;39932
2504232;2025-05-09 12:55:31,000;1426438;40861;39932
2504233;2025-05-09 12:55:31,000;1426439;40861;39932
2504234;2025-05-09 12:55:31,000;1426440;40861;39932
2504235;2025-05-09 12:55:31,000;1426441;40861;39932
2504236;2025-05-09 12:55:31,000;1426442;40861;39932
2504237;2025-05-09 12:55:31,000;1426443;40861;39932
2504238;2025-05-09 12:55:31,000;1426444;40861;39932
2504239;2025-05-09 12:55:31,000;1426445;40861;39932
2504240;2025-05-09 12:55:31,000;1426446;40861;39932
2504241;2025-05-09 12:55:31,000;1426447;40861;39932
2504242;2025-05-09 12:55:31,000;1426448;40861;39932
2504243;2025-05-09 12:55:31,000;1426449;40861;39932
2504244;2025-05-09 12:55:31,000;1426450;40861;39932
2504245;2025-05-09 12:55:31,000;1426451;40861;39932
2504246;2025-05-09 12:55:31,000;1426452;40861;39932
2504247;2025-05-09 12:55:31,000;1426453;40861;39932
2504248;2025-05-09 12:55:31,000;1426454;40861;39932
2504249;2025-05-09 12:55:31,000;1426455;40861;39932
2504250;2025-05-09 12:55:31,000;1426456;40861;39932
2504251;2025-05-09 12:55:31,000;1426457;40861;39932
2504252;2025-05-09 12:55:31,000;1426458;40861;39932
2504253;2025-05-09 12:55:31,000;1426459;40861;39932
2504254;2025-05-09 12:55:31,000;1426460;40861;39932
2504255;2025-05-09 12:55:31,000;1426461;40861;39932
2504256;2025-05-09 12:55:31,000;1426462;40861;39932
2504257;2025-05-09 12:55:31,000;1426463;40861;39932
2504258;2025-05-09 12:55:31,000;1426464;40861;39932
2504259;2025-05-09 12:55:31,000;1426465;40861;39932
2504260;2025-05-09 12:55:31,000;1426466;40861;39932
2504261;2025-05-09 12:55:31,000;1426467;40861;39932
2504262;2025-05-09 12:55:31,000;1426468;40861;39932
2504263;2025-05-09 12:55:31,000;1426469;40861;39932
2504264;2025-05-09 12:55:31,000;1426470;40861;39932
2504265;2025-05-09 12:55:31,000;1426471;40861;39932
2504266;2025-05-09 12:55:31,000;1426472;40861;39932
2504267;2025-05-09 12:55:31,000;1426473;40861;39932
2504268;2025-05-09 12:55:31,000;1426474;40861;39932
2504269;2025-05-09 12:55:31,000;1426475;40861;39932
2504270;2025-05-09 12:55:31,000;1426476;40861;39932
2504271;2025-05-09 12:55:31,000;1426477;40861;39932
2504272;2025-05-09 12:55:31,000;1426478;40861;39932
2504273;2025-05-09 12:55:31,000;1426479;40861;39932
2504274;2025-05-09 12:55:31,000;1426480;40861;39932
2504275;2025-05-09 12:55:31,000;1426481;40861;39932
2504276;2025-05-09 12:55:31,000;1426482;40861;39932
2504277;2025-05-09 12:55:31,000;1426483;40861;39932
2504278;2025-05-09 12:55:31,000;1426484;40861;39932
2504279;2025-05-09 12:55:31,000;1426485;40861;39932
2504280;2025-05-09 12:55:31,000;1426486;40861;39932
2504281;2025-05-09 12:55:31,000;1426487;40861;39932
2504282;2025-05-09 12:55:31,000;1426488;40861;39932
2504283;2025-05-09 12:55:31,000;1426489;40861;39932
2504284;2025-05-09 12:55:31,000;1426490;40861;39932
2504285;2025-05-09 12:55:31,000;1426491;40861;39932
2504286;2025-05-09 12:55:31,000;1426492;40861;39932
2504287;2025-05-09 12:55:31,000;1426494;40861;39932
2504288;2025-05-09 12:55:31,000;1426496;40861;39932
2504289;2025-05-09 12:55:31,000;1426497;40861;39932
2504290;2025-05-09 12:55:31,000;1426498;40861;39932
2504291;2025-05-09 12:55:31,000;1426499;40861;39932
2504292;2025-05-09 12:55:31,000;1426500;40861;39932
2504293;2025-05-09 12:55:31,000;1426501;40861;39932
2504294;2025-05-09 12:55:31,000;1426502;40861;39932
2504295;2025-05-09 12:55:31,000;1426503;40861;39932
2504296;2025-05-09 12:55:31,000;1426504;40861;39932
2504297;2025-05-09 12:55:31,000;1426505;40861;39932
2504298;2025-05-09 12:55:31,000;1426506;40861;39932
2504299;2025-05-09 12:55:31,000;1426507;40861;39932
2504300;2025-05-09 12:55:31,000;1426508;40861;39932
2504301;2025-05-09 12:55:31,000;1426509;40861;39932
2504302;2025-05-09 12:55:31,000;1426510;40861;39932
2504303;2025-05-09 12:55:31,000;1427259;40861;39932
2504304;2025-05-09 12:55:31,000;1427260;40861;39932
2504305;2025-05-09 12:55:31,000;1427261;40861;39932
2504306;2025-05-09 12:55:31,000;1427262;40861;39932
2504307;2025-05-09 12:55:31,000;1429998;40861;39932
2511659;2025-06-04 16:30:55,000;1224922;40861;39932
2511660;2025-06-04 16:30:55,000;1224923;40861;39932
2511661;2025-06-04 16:30:55,000;1224924;40861;39932
2511662;2025-06-04 16:30:55,000;1224925;40861;39932
2511663;2025-06-04 16:30:55,000;1224926;40861;39932
2511664;2025-06-04 16:30:55,000;1224927;40861;39932
2511665;2025-06-04 16:30:55,000;1224928;40861;39932
2511666;2025-06-04 16:30:55,000;1224929;40861;39932
2511667;2025-06-04 16:30:55,000;1224930;40861;39932
2511668;2025-06-04 16:30:55,000;1224931;40861;39932
2511669;2025-06-04 16:30:55,000;1224932;40861;39932
2511670;2025-06-04 16:30:55,000;1224933;40861;39932
2511671;2025-06-04 16:30:55,000;1224934;40861;39932
2511672;2025-06-04 16:30:55,000;1224935;40861;39932
2511673;2025-06-04 16:30:55,000;1224936;40861;39932
2511674;2025-06-04 16:30:55,000;1224937;40861;39932
2511675;2025-06-04 16:30:55,000;1224938;40861;39932
2511676;2025-06-04 16:30:55,000;1224939;40861;39932
2511677;2025-06-04 16:30:55,000;1224940;40861;39932
2511678;2025-06-04 16:30:55,000;1224941;40861;39932
2511679;2025-06-04 16:30:55,000;1224942;40861;39932
2511680;2025-06-04 16:30:55,000;1224943;40861;39932
2511681;2025-06-04 16:30:55,000;1224944;40861;39932
2511682;2025-06-04 16:30:55,000;1224945;40861;39932
2511683;2025-06-04 16:30:55,000;1224946;40861;39932
2511684;2025-06-04 16:30:55,000;1224947;40861;39932
2511685;2025-06-04 16:30:55,000;1224948;40861;39932
2511686;2025-06-04 16:30:55,000;1224949;40861;39932
2511687;2025-06-04 16:30:55,000;1224950;40861;39932
2511688;2025-06-04 16:30:55,000;1224951;40861;39932
2511689;2025-06-04 16:30:55,000;1224952;40861;39932
2511690;2025-06-04 16:30:55,000;1224953;40861;39932
2511691;2025-06-04 16:30:55,000;1224954;40861;39932
2511692;2025-06-04 16:30:55,000;1224955;40861;39932
2511693;2025-06-04 16:30:55,000;1224956;40861;39932
2511694;2025-06-04 16:30:55,000;1224957;40861;39932
2511695;2025-06-04 16:30:55,000;1224958;40861;39932
2511696;2025-06-04 16:30:55,000;1224959;40861;39932
2511697;2025-06-04 16:30:55,000;1224960;40861;39932
2511698;2025-06-04 16:30:55,000;1224961;40861;39932
2511699;2025-06-04 16:30:55,000;1224962;40861;39932
2511700;2025-06-04 16:30:55,000;1224963;40861;39932
2511701;2025-06-04 16:30:55,000;1224964;40861;39932
2511702;2025-06-04 16:30:55,000;1224965;40861;39932
2511703;2025-06-04 16:30:55,000;1224966;40861;39932
2511704;2025-06-04 16:30:55,000;1224967;40861;39932
2511705;2025-06-04 16:30:55,000;1224968;40861;39932
2511706;2025-06-04 16:30:55,000;1224969;40861;39932
2511707;2025-06-04 16:30:55,000;1224970;40861;39932
2511708;2025-06-04 16:30:55,000;1224971;40861;39932
2511709;2025-06-04 16:30:55,000;1224972;40861;39932
2511710;2025-06-04 16:30:55,000;1224973;40861;39932
2511711;2025-06-04 16:30:55,000;1224974;40861;39932
2511712;2025-06-04 16:30:55,000;1224975;40861;39932
2511713;2025-06-04 16:30:55,000;1224976;40861;39932
2511714;2025-06-04 16:30:55,000;1224977;40861;39932
2511715;2025-06-04 16:30:55,000;1224978;40861;39932
2511716;2025-06-04 16:30:55,000;1224979;40861;39932
2511717;2025-06-04 16:30:55,000;1224980;40861;39932
2511718;2025-06-04 16:30:55,000;1224981;40861;39932
2511719;2025-06-04 16:30:55,000;1224982;40861;39932
2511720;2025-06-04 16:30:55,000;1224983;40861;39932
2511721;2025-06-04 16:30:55,000;1224984;40861;39932
2511722;2025-06-04 16:30:55,000;1224985;40861;39932
2511723;2025-06-04 16:30:55,000;1224986;40861;39932
2511724;2025-06-04 16:30:55,000;1224987;40861;39932
2511725;2025-06-04 16:30:55,000;1224988;40861;39932
2511726;2025-06-04 16:30:55,000;1224989;40861;39932
2511727;2025-06-04 16:30:55,000;1224990;40861;39932
2511728;2025-06-04 16:30:55,000;1224991;40861;39932
2511729;2025-06-04 16:30:55,000;1224992;40861;39932
2511730;2025-06-04 16:30:55,000;1224993;40861;39932
2511731;2025-06-04 16:30:55,000;1224994;40861;39932
2511732;2025-06-04 16:30:55,000;1224995;40861;39932
2511733;2025-06-04 16:30:55,000;1224996;40861;39932
2511734;2025-06-04 16:30:55,000;1224997;40861;39932
2511735;2025-06-04 16:30:55,000;1224998;40861;39932
2511736;2025-06-04 16:30:55,000;1224999;40861;39932
2511737;2025-06-04 16:30:55,000;1225000;40861;39932
2511738;2025-06-04 16:30:55,000;1225001;40861;39932
2511739;2025-06-04 16:30:55,000;1225002;40861;39932
2511740;2025-06-04 16:30:55,000;1225003;40861;39932
2511741;2025-06-04 16:30:55,000;1225004;40861;39932
2511742;2025-06-04 16:30:55,000;1225005;40861;39932
2511743;2025-06-04 16:30:55,000;1225006;40861;39932
2511744;2025-06-04 16:30:55,000;1225007;40861;39932
2511745;2025-06-04 16:30:55,000;1225008;40861;39932
