id_usuario_x_tipo_incidente;id_tipo_incidente;id_usuario;movil;web
3594245;22361;34839;1;1
3594246;22362;34839;1;1
3594247;22363;34839;1;1
3594248;22364;34839;1;1
3594249;22365;34839;1;1
3594250;22366;34839;1;1
3594251;22367;34839;1;1
3594252;22368;34839;1;1
3594253;22369;34839;1;1
3594254;22391;34839;1;1
3594255;22392;34839;1;1
3594256;22393;34839;1;1
3594257;22423;34839;1;1
3594258;22424;34839;1;1
3594259;22425;34839;1;1
3594260;22426;34839;1;1
3594261;22427;34839;1;1
3594262;22428;34839;1;1
3594263;22429;34839;1;1
3594264;22430;34839;1;1
3594265;22431;34839;1;1
3594266;22432;34839;1;1
3594267;22433;34839;1;1
3594268;22434;34839;1;1
3594269;22435;34839;1;1
3594270;22436;34839;1;1
3594271;22437;34839;1;1
3594272;22438;34839;1;1
3594273;22439;34839;1;1
3594274;22440;34839;1;1
3594275;22441;34839;1;1
3594276;22442;34839;1;1
3594277;22443;34839;1;1
3594278;22445;34839;1;1
3594279;22446;34839;1;1
3594280;22447;34839;1;1
3594281;22448;34839;1;1
3594282;22449;34839;1;1
3594283;22450;34839;1;1
3594284;22451;34839;1;1
3594285;22452;34839;1;1
3594286;22453;34839;1;1
3594287;22454;34839;1;1
3594288;22455;34839;1;1
3594289;22456;34839;1;1
3594290;22457;34839;1;1
3594291;22491;34839;1;1
3594292;22492;34839;1;1
3594293;22493;34839;1;1
3594294;22494;34839;1;1
3594295;22581;34839;1;1
3594296;22621;34839;1;1
3594297;22622;34839;1;1
3594299;23725;34839;1;1
3594300;23726;34839;1;1
3594301;23727;34839;1;1
3594302;23728;34839;1;1
3594303;23729;34839;1;1
3594304;23730;34839;1;1
3594305;23731;34839;1;1
3594306;23732;34839;1;1
3594307;23733;34839;1;1
3594308;23734;34839;1;1
3594309;23735;34839;1;1
3594310;23736;34839;1;1
3594311;23737;34839;1;1
3594312;23738;34839;1;1
3594313;23739;34839;1;1
3594314;23740;34839;1;1
3594315;23804;34839;1;1
3594316;23805;34839;1;1
3594317;23806;34839;1;1
3594318;23807;34839;1;1
3594319;23808;34839;1;1
3594320;23809;34839;1;1
3594321;23810;34839;1;1
3594322;24382;34839;1;1
3594323;24383;34839;1;1
3594324;24384;34839;1;1
3594325;24818;34839;1;1
3594326;24819;34839;1;1
3594327;24820;34839;1;1
3594328;24821;34839;1;1
3594329;24822;34839;1;1
3594330;24846;34839;1;1
3594331;25081;34839;1;1
3594332;25082;34839;1;1
3594333;25083;34839;1;1
3594334;25084;34839;1;1
3594335;25772;34839;1;1
3594336;25773;34839;1;1
3594337;25774;34839;1;1
3594338;25775;34839;1;1
3594339;25776;34839;1;1
3594340;25777;34839;1;1
3594341;25778;34839;1;1
3594342;25779;34839;1;1
3594343;25780;34839;1;1
3594344;25781;34839;1;1
3594345;25782;34839;1;1
3594346;25957;34839;1;1
3594347;25958;34839;1;1
3594348;25959;34839;1;1
3594349;25960;34839;1;1
3594350;25997;34839;1;1
3594351;25998;34839;1;1
3594352;25999;34839;1;1
3594353;26000;34839;1;1
3594354;26001;34839;1;1
3594355;26002;34839;1;1
3594356;26003;34839;1;1
3594357;26004;34839;1;1
3594358;26005;34839;1;1
3594359;26006;34839;1;1
3594360;26009;34839;1;1
3594361;26010;34839;1;1
3594362;26011;34839;1;1
3594363;26012;34839;1;1
3594364;26013;34839;1;1
3594365;26014;34839;1;1
3594366;26015;34839;1;1
3594367;26016;34839;1;1
3594368;26017;34839;1;1
3594369;26018;34839;1;1
3594370;26019;34839;1;1
3594371;26020;34839;1;1
3594372;26021;34839;1;1
3594373;26022;34839;1;1
3594374;26023;34839;1;1
3594375;26024;34839;1;1
3594376;26025;34839;1;1
3594377;26026;34839;1;1
3594378;26027;34839;1;1
3594379;26028;34839;1;1
3594380;26029;34839;1;1
3594381;26030;34839;1;1
3594382;26031;34839;1;1
3594383;26032;34839;1;1
3594384;26033;34839;1;1
3594385;26034;34839;1;1
3594386;26035;34839;1;1
3594387;26036;34839;1;1
3594388;26038;34839;1;1
3594389;26039;34839;1;1
3594390;26040;34839;1;1
3594391;26041;34839;1;1
3594392;26042;34839;1;1
3594393;26043;34839;1;1
3594394;26044;34839;1;1
3594395;26045;34839;1;1
3594396;26046;34839;1;1
3594397;26047;34839;1;1
3594398;26048;34839;1;1
3594399;26049;34839;1;1
3594400;26050;34839;1;1
3594401;26051;34839;1;1
3594402;26052;34839;1;1
3594403;26053;34839;1;1
3594404;26057;34839;1;1
3594405;26058;34839;1;1
3594406;26059;34839;1;1
3594407;26060;34839;1;1
3594408;26061;34839;1;1
3594409;26062;34839;1;1
3594410;26063;34839;1;1
3594411;26064;34839;1;1
3594412;26065;34839;1;1
3594413;26066;34839;1;1
3594414;26067;34839;1;1
3594415;26069;34839;1;1
3594416;26070;34839;1;1
3594417;26071;34839;1;1
3594418;26072;34839;1;1
3594419;26120;34839;1;1
3594420;26121;34839;1;1
3594421;26122;34839;1;1
3594422;26123;34839;1;1
3594423;26483;34839;1;1
3594424;26484;34839;1;1
3594425;26485;34839;1;1
3594426;26486;34839;1;1
3594427;26487;34839;1;1
3594428;26489;34839;1;1
3594429;26490;34839;1;1
3594430;26491;34839;1;1
3594431;26492;34839;1;1
3594432;26731;34839;1;1
3594433;26732;34839;1;1
3594434;26734;34839;1;1
3594435;26735;34839;1;1
3594436;26736;34839;1;1
3594437;26737;34839;1;1
3594438;26738;34839;1;1
3594439;26739;34839;1;1
3594440;26740;34839;1;1
3594441;26742;34839;1;1
3594442;26743;34839;1;1
3594443;26745;34839;1;1
3594444;26746;34839;1;1
3594445;26858;34839;1;1
3594446;26859;34839;1;1
3594447;26926;34839;1;1
3594448;26927;34839;1;1
3594449;26928;34839;1;1
3594450;26929;34839;1;1
3594451;26930;34839;1;1
3594452;26931;34839;1;1
3594453;26932;34839;1;1
3594454;26933;34839;1;1
3594455;26934;34839;1;1
3594456;26935;34839;1;1
3594457;26936;34839;1;1
3594458;26937;34839;1;1
3594459;26938;34839;1;1
3594460;26939;34839;1;1
3594461;26940;34839;1;1
3594462;26941;34839;1;1
3594463;26942;34839;1;1
3594464;26943;34839;1;1
3594465;26944;34839;1;1
3594466;26945;34839;1;1
3594467;26946;34839;1;1
3594468;26947;34839;1;1
3594469;26948;34839;1;1
3594470;26949;34839;1;1
3594471;26950;34839;1;1
3594472;26951;34839;1;1
3594473;26952;34839;1;1
3594474;26953;34839;1;1
3594475;26954;34839;1;1
3594476;26955;34839;1;1
3594477;26956;34839;1;1
3594478;26957;34839;1;1
3594479;26958;34839;1;1
3594480;26959;34839;1;1
3594481;26960;34839;1;1
3594482;26961;34839;1;1
3594483;26962;34839;1;1
3594484;26963;34839;1;1
3594485;26964;34839;1;1
3594486;26965;34839;1;1
3594487;26966;34839;1;1
3594488;26967;34839;1;1
3594489;26968;34839;1;1
3594490;26969;34839;1;1
3594491;26970;34839;1;1
3594492;26971;34839;1;1
3594493;26972;34839;1;1
3594494;26973;34839;1;1
3594495;26974;34839;1;1
3594496;26975;34839;1;1
3594497;26976;34839;1;1
3594498;26977;34839;1;1
3594499;26978;34839;1;1
3594500;26979;34839;1;1
3594501;26980;34839;1;1
3594502;26981;34839;1;1
3594503;26982;34839;1;1
3594504;26983;34839;1;1
3594505;26984;34839;1;1
3594506;26985;34839;1;1
3594507;26986;34839;1;1
3594508;26987;34839;1;1
3594509;26988;34839;1;1
3594510;26989;34839;1;1
3594511;26990;34839;1;1
3594512;26991;34839;1;1
3594513;26992;34839;1;1
3594514;26993;34839;1;1
3594515;26994;34839;1;1
3594516;26995;34839;1;1
3594517;26996;34839;1;1
3594518;27901;34839;1;1
3594519;27903;34839;1;1
3594520;27904;34839;1;1
3594521;27905;34839;1;1
3594522;27906;34839;1;1
3594523;27907;34839;1;1
3594524;27908;34839;1;1
3594525;27909;34839;1;1
3594526;27910;34839;1;1
3594527;28495;34839;1;1
3594528;28496;34839;1;1
3594529;28498;34839;1;1
3594530;28499;34839;1;1
3594531;28900;34839;1;1
3594532;28901;34839;1;1
3594533;28902;34839;1;1
3594534;28903;34839;1;1
3594535;28904;34839;1;1
3594536;28905;34839;1;1
3594537;28909;34839;1;1
3594538;28910;34839;1;1
3594539;28912;34839;1;1
3594540;28913;34839;1;1
3594541;28914;34839;1;1
3594542;28915;34839;1;1
3594543;28916;34839;1;1
3594544;28917;34839;1;1
3594545;28918;34839;1;1
3594546;28919;34839;1;1
3594547;28920;34839;1;1
3594548;28921;34839;1;1
3594549;29189;34839;1;1
3594550;29240;34839;1;1
3594551;29247;34839;1;1
3594552;30037;34839;1;1
3594553;30141;34839;1;1
3594554;30142;34839;1;1
3594555;30143;34839;1;1
3594556;30144;34839;1;1
3594557;30145;34839;1;1
3594558;30146;34839;1;1
3594559;30147;34839;1;1
3594560;30148;34839;1;1
3594561;30149;34839;1;1
3594562;30150;34839;1;1
3594563;30151;34839;1;1
3594564;30157;34839;1;1
3594565;30158;34839;1;1
3594566;30160;34839;1;1
3594567;30161;34839;1;1
3594568;30162;34839;1;1
3594569;30163;34839;1;1
3594570;30164;34839;1;1
3594571;30165;34839;1;1
3594572;30166;34839;1;1
3594573;30167;34839;1;1
3594574;30168;34839;1;1
3594575;33164;34839;1;1
3594576;33165;34839;1;1
3594577;33166;34839;1;1
3594578;33167;34839;1;1
3594579;33168;34839;1;1
3594580;33169;34839;1;1
3594581;33170;34839;1;1
3594582;33171;34839;1;1
3594583;33383;34839;1;1
3594584;33384;34839;1;1
3594585;33385;34839;1;1
3594586;33386;34839;1;1
3594587;33418;34839;1;1
3594588;33419;34839;1;1
3594589;33420;34839;1;1
3594590;33421;34839;1;1
3594591;33422;34839;1;1
3594592;33423;34839;1;1
3594593;33424;34839;1;1
3594594;33425;34839;1;1
3594595;33426;34839;1;1
3594596;34524;34839;1;1
3594597;34525;34839;1;1
3594598;34526;34839;1;1
3594599;34527;34839;1;1
3594600;34911;34839;1;1
3594601;34915;34839;1;1
3594602;34916;34839;1;1
3594603;34917;34839;1;1
3594604;34918;34839;1;1
3594605;34919;34839;1;1
3594606;34920;34839;1;1
3594607;34921;34839;1;1
3594608;34922;34839;1;1
3594609;34923;34839;1;1
3594610;34924;34839;1;1
3594611;34925;34839;1;1
3594612;34926;34839;1;1
3594613;34927;34839;1;1
3594614;34928;34839;1;1
3594615;34929;34839;1;1
3594616;34930;34839;1;1
3594617;34931;34839;1;1
3594618;34932;34839;1;1
3594619;34933;34839;1;1
3594622;35579;34839;1;1
3594623;35631;34839;1;1
3594624;35632;34839;1;1
3594625;35633;34839;1;1
3594626;35634;34839;1;1
3594627;35635;34839;1;1
3594628;35763;34839;1;1
3594629;35764;34839;1;1
3594630;35937;34839;1;1
3594631;35938;34839;1;1
3594632;35939;34839;1;1
3594633;35940;34839;1;1
3594634;35956;34839;1;1
3594635;35973;34839;1;1
3594636;35974;34839;1;1
3594637;35975;34839;1;1
3594638;35981;34839;1;1
3594639;35994;34839;1;1
3594640;35995;34839;1;1
3594641;35996;34839;1;1
3594642;35997;34839;1;1
3594643;35998;34839;1;1
3594644;35999;34839;1;1
3594645;36000;34839;1;1
3594646;36015;34839;1;1
3594647;36098;34839;1;1
3594648;36099;34839;1;1
3594649;36100;34839;1;1
3594650;36101;34839;1;1
3594651;36102;34839;1;1
3594652;36103;34839;1;1
3594653;36104;34839;1;1
3594654;36105;34839;1;1
3594655;36106;34839;1;1
3594656;36107;34839;1;1
3594657;36109;34839;1;1
3594658;36110;34839;1;1
3594659;36111;34839;1;1
3594660;36112;34839;1;1
3594661;36113;34839;1;1
3594662;36199;34839;1;1
3594663;36409;34839;1;1
3594664;36410;34839;1;1
3594665;36412;34839;1;1
3594666;36413;34839;1;1
3594667;36888;34839;1;1
3594668;37034;34839;1;1
3594669;37035;34839;1;1
3594670;37143;34839;1;1
3594671;37215;34839;1;1
3594672;38374;34839;1;1
3594673;38375;34839;1;1
3594674;38844;34839;1;1
3594675;38845;34839;1;1
3594676;38846;34839;1;1
3594677;38847;34839;1;1
3594678;38848;34839;1;1
3594679;38849;34839;1;1
3594680;38850;34839;1;1
3594681;38851;34839;1;1
3594682;38852;34839;1;1
3594683;38853;34839;1;1
3594684;38854;34839;1;1
3594685;38855;34839;1;1
3594686;38856;34839;1;1
3594687;38857;34839;1;1
3594688;38858;34839;1;1
3594689;38859;34839;1;1
3594690;38860;34839;1;1
3594691;38861;34839;1;1
3594692;38862;34839;1;1
3594693;38863;34839;1;1
3594694;38864;34839;1;1
3594695;38865;34839;1;1
3594696;38866;34839;1;1
3594697;38867;34839;1;1
3594698;38868;34839;1;1
3594699;38869;34839;1;1
3594700;38916;34839;1;1
3594701;38970;34839;1;1
3594702;39122;34839;1;1
3594703;39136;34839;1;1
3594704;39208;34839;1;1
3594705;39411;34839;1;1
4095414;40406;34839;1;1
4095415;40407;34839;1;1
4095416;40408;34839;1;1
4095417;40409;34839;1;1
4095418;40410;34839;1;1
4095419;40411;34839;1;1
4095420;40412;34839;1;1
4095421;40413;34839;1;1
4095422;41031;34839;1;1
4098041;40406;34839;1;1
4098042;40407;34839;1;1
4098043;40408;34839;1;1
4098045;40409;34839;1;1
4098046;40410;34839;1;1
4098047;40411;34839;1;1
4098048;40412;34839;1;1
4098050;40413;34839;1;1
4098051;41031;34839;1;1
4648357;43101;34839;1;1
4648358;43102;34839;1;1
4648359;43103;34839;1;1
4648360;43104;34839;1;1
4648361;43105;34839;1;1
3751825;40406;34458;1;1
3751835;40407;34458;1;1
3751845;40408;34458;1;1
3751855;40409;34458;1;1
3751865;40410;34458;1;1
3751875;40411;34458;1;1
3751885;40412;34458;1;1
3751895;40413;34458;1;1
3811097;41031;34458;1;1
4646722;43102;34458;1;1
4646743;43103;34458;1;1
4646764;43104;34458;1;1
4646785;43105;34458;1;1
5256232;44532;34458;1;1
5256257;44533;34458;1;1
5256282;44534;34458;1;1
5256307;44535;34458;1;1
5256332;44536;34458;1;1
5256357;44537;34458;1;1
5264104;44615;34458;1;1
5349075;45371;34458;1;1
5349106;45372;34458;1;1
5349137;45373;34458;1;1
5349168;45374;34458;1;1
5349199;45375;34458;1;1
5349230;45376;34458;1;1
5349261;45377;34458;1;1
5349292;45378;34458;1;1
5349323;45379;34458;1;1
5349354;45380;34458;1;1
5349385;45381;34458;1;1
5349416;45382;34458;1;1
5349447;45383;34458;1;1
5349478;45384;34458;1;1
5349509;45385;34458;1;1
5349540;45386;34458;1;1
5349571;45387;34458;1;1
5425293;45511;34458;1;1
5425786;45512;34458;1;1
5425819;45513;34458;1;1
5427375;45523;34458;1;1
5427408;45524;34458;1;1
5427441;45525;34458;1;1
5427474;45526;34458;1;1
5427507;45527;34458;1;1
5429016;45533;34458;1;1
5793317;45842;34458;1;1
5875958;46823;34458;1;1
5916113;47176;34458;1;1
5916140;47177;34458;1;1
5916167;47178;34458;1;1
5916194;47179;34458;1;1
5916221;47180;34458;1;1
5916248;47181;34458;1;1
5916275;47182;34458;1;1
5916302;47183;34458;1;1
5916329;47184;34458;1;1
5916356;47185;34458;1;1
5916383;47186;34458;1;1
5916410;47187;34458;1;1
5916437;47188;34458;1;1
5916464;47189;34458;1;1
5916491;47190;34458;1;1
5916518;47191;34458;1;1
5916545;47192;34458;1;1
5916572;47193;34458;1;1
5916599;47194;34458;1;1
5916626;47195;34458;1;1
5916653;47196;34458;1;1
5916680;47197;34458;1;1
5916707;47198;34458;1;1
5916734;47199;34458;1;1
5916761;47200;34458;1;1
5916788;47201;34458;1;1
5916815;47202;34458;1;1
5916842;47203;34458;1;1
5916869;47204;34458;1;1
5916896;47205;34458;1;1
5916923;47206;34458;1;1
5916950;47207;34458;1;1
5916977;47208;34458;1;1
5917004;47209;34458;1;1
5917031;47210;34458;1;1
5917058;47211;34458;1;1
5917085;47212;34458;1;1
5917112;47213;34458;1;1
5917139;47214;34458;1;1
5917166;47215;34458;1;1
5917193;47216;34458;1;1
5917220;47217;34458;1;1
5917247;47218;34458;1;1
5917274;47219;34458;1;1
5917301;47220;34458;1;1
5917328;47221;34458;1;1
5917355;47222;34458;1;1
5924789;47317;34458;1;1
5924816;47318;34458;1;1
5924843;47319;34458;1;1
5924870;47320;34458;1;1
5924897;47321;34458;1;1
5924924;47322;34458;1;1
5924951;47323;34458;1;1
5983573;48327;34458;1;1
5984835;48330;34458;1;1
5984862;48331;34458;1;1
5984889;48332;34458;1;1
5984916;48333;34458;1;1
5984943;48334;34458;1;1
5994812;48546;34458;1;1
6054205;49061;34458;1;1
6054235;49062;34458;1;1
6054265;49063;34458;1;1
6054295;49064;34458;1;1
6054325;49065;34458;1;1
6137065;50190;34458;1;1
6215784;50350;34458;1;1
6215817;50351;34458;1;1
6215850;50352;34458;1;1
6215883;50353;34458;1;1
6215916;50354;34458;1;1
6215949;50355;34458;1;1
6215982;50356;34458;1;1
6224239;50360;34458;1;1
6224272;50361;34458;1;1
6224305;50362;34458;1;1
6224338;50363;34458;1;1
6224371;50364;34458;1;1
6224404;50365;34458;1;1
6224437;50366;34458;1;1
6224470;50367;34458;1;1
6224503;50368;34458;1;1
6224536;50369;34458;1;1
6224569;50370;34458;1;1
6224602;50371;34458;1;1
6224635;50372;34458;1;1
6224668;50373;34458;1;1
6224701;50374;34458;1;1
6224734;50375;34458;1;1
6224767;50376;34458;1;1
6224800;50377;34458;1;1
6224833;50378;34458;1;1
6224866;50379;34458;1;1
6224899;50380;34458;1;1
6224932;50381;34458;1;1
6224965;50382;34458;1;1
6224998;50383;34458;1;1
6225031;50384;34458;1;1
6225064;50385;34458;1;1
6225097;50386;34458;1;1
6225130;50387;34458;1;1
6225163;50388;34458;1;1
6225196;50389;34458;1;1
6225229;50390;34458;1;1
6225262;50391;34458;1;1
6225295;50392;34458;1;1
6225328;50393;34458;1;1
6225361;50394;34458;1;1
6225434;50395;34458;1;1
6225467;50396;34458;1;1
6225500;50397;34458;1;1
6225533;50398;34458;1;1
6225566;50399;34458;1;1
6225599;50400;34458;1;1
6225632;50401;34458;1;1
6225665;50402;34458;1;1
6225698;50403;34458;1;1
6225731;50404;34458;1;1
6225764;50405;34458;1;1
6225797;50406;34458;1;1
6225830;50407;34458;1;1
6225863;50408;34458;1;1
6225896;50409;34458;1;1
6225929;50410;34458;1;1
6225962;50411;34458;1;1
6225995;50412;34458;1;1
6226028;50413;34458;1;1
6226061;50414;34458;1;1
6226094;50415;34458;1;1
6226127;50416;34458;1;1
6226160;50417;34458;1;1
6226193;50418;34458;1;1
6226226;50419;34458;1;1
6226259;50420;34458;1;1
6226292;50421;34458;1;1
6226325;50422;34458;1;1
6226358;50423;34458;1;1
6226391;50424;34458;1;1
6226424;50425;34458;1;1
6226457;50426;34458;1;1
6226490;50427;34458;1;1
6226523;50428;34458;1;1
6226556;50429;34458;1;1
6226589;50430;34458;1;1
6226655;50432;34458;1;1
6226688;50433;34458;1;1
6226721;50434;34458;1;1
6226754;50435;34458;1;1
6226787;50436;34458;1;1
6226820;50437;34458;1;1
6226853;50438;34458;1;1
6226886;50439;34458;1;1
6226919;50440;34458;1;1
6226952;50441;34458;1;1
6226985;50442;34458;1;1
6227018;50443;34458;1;1
6227051;50444;34458;1;1
6227084;50445;34458;1;1
6227117;50446;34458;1;1
6227150;50447;34458;1;1
6227216;50449;34458;1;1
6246568;50594;34458;1;1
6246601;50595;34458;1;1
6246634;50596;34458;1;1
6246667;50597;34458;1;1
6246700;50598;34458;1;1
6264362;50638;34458;1;1
6266634;50653;34458;1;1
6297403;50937;34458;1;1
6345438;51389;34458;1;1
6345469;51390;34458;1;1
6345500;51391;34458;1;1
6345531;51392;34458;1;1
6345562;51393;34458;1;1
6345593;51394;34458;1;1
6345624;51395;34458;1;1
6345655;51396;34458;1;1
6345695;51397;34458;1;1
6345726;51398;34458;1;1
6345757;51399;34458;1;1
6345788;51400;34458;1;1
6345819;51401;34458;1;1
6345859;51402;34458;1;1
6345890;51403;34458;1;1
6345921;51404;34458;1;1
6345952;51405;34458;1;1
6345983;51406;34458;1;1
6346014;51407;34458;1;1
6346045;51408;34458;1;1
6346076;51409;34458;1;1
6346107;51410;34458;1;1
6354305;51549;34458;1;1
6354336;51550;34458;1;1
6354367;51551;34458;1;1
6354398;51552;34458;1;1
6354429;51553;34458;1;1
6354460;51554;34458;1;1
6354491;51555;34458;1;1
6354522;51556;34458;1;1
6354553;51557;34458;1;1
6354584;51558;34458;1;1
6354615;51559;34458;1;1
6354646;51560;34458;1;1
6354677;51561;34458;1;1
6354708;51562;34458;1;1
6354739;51563;34458;1;1
6354770;51564;34458;1;1
6354801;51565;34458;1;1
6354832;51566;34458;1;1
6354863;51567;34458;1;1
6354894;51568;34458;1;1
6354925;51569;34458;1;1
6354956;51570;34458;1;1
6354987;51571;34458;1;1
6355018;51572;34458;1;1
6355049;51573;34458;1;1
6355080;51574;34458;1;1
6355111;51575;34458;1;1
6355142;51576;34458;1;1
6355173;51577;34458;1;1
6355204;51578;34458;1;1
6355235;51579;34458;1;1
6355266;51580;34458;1;1
6355297;51581;34458;1;1
6355328;51582;34458;1;1
6355359;51583;34458;1;1
