id_usuario_x_tipo_incidente;id_tipo_incidente;id_usuario;movil;web
5983586;48327;39932;1;1
5984848;48330;39932;1;1
5984875;48331;39932;1;1
5984902;48332;39932;1;1
5984929;48333;39932;1;1
5984956;48334;39932;1;1
5994825;48546;39932;1;1
6034467;37945;39932;1;1
6034468;37946;39932;1;1
6034469;37983;39932;1;1
6034470;37984;39932;1;1
6034471;37985;39932;1;1
6034472;37986;39932;1;1
6034473;37987;39932;1;1
6034474;37988;39932;1;1
6034475;37989;39932;1;1
6034476;37990;39932;1;1
6034477;37991;39932;1;1
6034478;37992;39932;1;1
6034479;37993;39932;1;1
6034480;37994;39932;1;1
6034481;37995;39932;1;1
6034482;38003;39932;1;1
6034483;38005;39932;1;1
6034484;38006;39932;1;1
6034485;38007;39932;1;1
6034486;38008;39932;1;1
6034487;38009;39932;1;1
6034488;38010;39932;1;1
6034489;38011;39932;1;1
6034490;38012;39932;1;1
6034491;38013;39932;1;1
6034492;40406;39932;1;1
6034493;40407;39932;1;1
6034494;40408;39932;1;1
6034495;40409;39932;1;1
6034496;40410;39932;1;1
6034497;40411;39932;1;1
6034498;40412;39932;1;1
6034499;40413;39932;1;1
6034500;45579;39932;1;1
6034501;45374;39932;1;1
6054219;49061;39932;1;1
6054249;49062;39932;1;1
6054279;49063;39932;1;1
6054309;49064;39932;1;1
6054339;49065;39932;1;1
6137080;50190;39932;1;1
6215799;50350;39932;1;1
6215832;50351;39932;1;1
6215865;50352;39932;1;1
6215898;50353;39932;1;1
6215931;50354;39932;1;1
6215964;50355;39932;1;1
6215997;50356;39932;1;1
6224254;50360;39932;1;1
6224287;50361;39932;1;1
6224320;50362;39932;1;1
6224353;50363;39932;1;1
6224386;50364;39932;1;1
6224419;50365;39932;1;1
6224452;50366;39932;1;1
6224485;50367;39932;1;1
6224518;50368;39932;1;1
6224551;50369;39932;1;1
6224584;50370;39932;1;1
6224617;50371;39932;1;1
6224650;50372;39932;1;1
6224683;50373;39932;1;1
6224716;50374;39932;1;1
6224749;50375;39932;1;1
6224782;50376;39932;1;1
6224815;50377;39932;1;1
6224848;50378;39932;1;1
6224881;50379;39932;1;1
6224914;50380;39932;1;1
6224947;50381;39932;1;1
6224980;50382;39932;1;1
6225013;50383;39932;1;1
6225046;50384;39932;1;1
6225079;50385;39932;1;1
6225112;50386;39932;1;1
6225145;50387;39932;1;1
6225178;50388;39932;1;1
6225211;50389;39932;1;1
6225244;50390;39932;1;1
6225277;50391;39932;1;1
6225310;50392;39932;1;1
6225343;50393;39932;1;1
6225376;50394;39932;1;1
6225449;50395;39932;1;1
6225482;50396;39932;1;1
6225515;50397;39932;1;1
6225548;50398;39932;1;1
6225581;50399;39932;1;1
6225614;50400;39932;1;1
6225647;50401;39932;1;1
6225680;50402;39932;1;1
6225713;50403;39932;1;1
6225746;50404;39932;1;1
6225779;50405;39932;1;1
6225812;50406;39932;1;1
6225845;50407;39932;1;1
6225878;50408;39932;1;1
6225911;50409;39932;1;1
6225944;50410;39932;1;1
6225977;50411;39932;1;1
6226010;50412;39932;1;1
6226043;50413;39932;1;1
6226076;50414;39932;1;1
6226109;50415;39932;1;1
6226142;50416;39932;1;1
6226175;50417;39932;1;1
6226208;50418;39932;1;1
6226241;50419;39932;1;1
6226274;50420;39932;1;1
6226307;50421;39932;1;1
6226340;50422;39932;1;1
6226373;50423;39932;1;1
6226406;50424;39932;1;1
6226439;50425;39932;1;1
6226472;50426;39932;1;1
6226505;50427;39932;1;1
6226538;50428;39932;1;1
6226571;50429;39932;1;1
6226604;50430;39932;1;1
6226670;50432;39932;1;1
6226703;50433;39932;1;1
6226736;50434;39932;1;1
6226769;50435;39932;1;1
6226802;50436;39932;1;1
6226835;50437;39932;1;1
6226868;50438;39932;1;1
6226901;50439;39932;1;1
6226934;50440;39932;1;1
6226967;50441;39932;1;1
6227000;50442;39932;1;1
6227033;50443;39932;1;1
6227066;50444;39932;1;1
6227099;50445;39932;1;1
6227132;50446;39932;1;1
6227165;50447;39932;1;1
6227198;50448;39932;1;1
6227231;50449;39932;1;1
6246583;50594;39932;1;1
6246616;50595;39932;1;1
6246649;50596;39932;1;1
6246682;50597;39932;1;1
6246715;50598;39932;1;1
6264377;50638;39932;1;1
6266649;50653;39932;1;1
6297418;50937;39932;1;1
6345453;51389;39932;1;1
6345484;51390;39932;1;1
6345515;51391;39932;1;1
6345546;51392;39932;1;1
6345577;51393;39932;1;1
6345608;51394;39932;1;1
6345639;51395;39932;1;1
6345670;51396;39932;1;1
6345710;51397;39932;1;1
6345741;51398;39932;1;1
6345772;51399;39932;1;1
6345803;51400;39932;1;1
6345834;51401;39932;1;1
6345874;51402;39932;1;1
6345905;51403;39932;1;1
6345936;51404;39932;1;1
6345967;51405;39932;1;1
6345998;51406;39932;1;1
6346029;51407;39932;1;1
6346060;51408;39932;1;1
6346091;51409;39932;1;1
6346122;51410;39932;1;1
6354320;51549;39932;1;1
6354351;51550;39932;1;1
6354382;51551;39932;1;1
6354413;51552;39932;1;1
6354444;51553;39932;1;1
6354475;51554;39932;1;1
6354506;51555;39932;1;1
6354537;51556;39932;1;1
6354568;51557;39932;1;1
6354599;51558;39932;1;1
6354630;51559;39932;1;1
6354661;51560;39932;1;1
6354692;51561;39932;1;1
6354723;51562;39932;1;1
6354754;51563;39932;1;1
6354785;51564;39932;1;1
6354816;51565;39932;1;1
6354847;51566;39932;1;1
6354878;51567;39932;1;1
6354909;51568;39932;1;1
6354940;51569;39932;1;1
6354971;51570;39932;1;1
6355002;51571;39932;1;1
6355033;51572;39932;1;1
6355064;51573;39932;1;1
6355095;51574;39932;1;1
6355126;51575;39932;1;1
6355157;51576;39932;1;1
6355188;51577;39932;1;1
6355219;51578;39932;1;1
6355250;51579;39932;1;1
6355281;51580;39932;1;1
6355312;51581;39932;1;1
6355343;51582;39932;1;1
6355374;51583;39932;1;1
6355405;51584;39932;1;1
6355436;51585;39932;1;1
6355467;51586;39932;1;1
6355498;51587;39932;1;1
6355529;51588;39932;1;1
6355560;51589;39932;1;1
6355591;51590;39932;1;1
6355622;51591;39932;1;1
6355653;51592;39932;1;1
6355684;51593;39932;1;1
6355715;51594;39932;1;1
6355746;51595;39932;1;1
6355777;51596;39932;1;1
6355808;51597;39932;1;1
6355839;51598;39932;1;1
6355870;51599;39932;1;1
6355901;51600;39932;1;1
6355932;51601;39932;1;1
6355963;51602;39932;1;1
6387983;51716;39932;1;1
6388011;51717;39932;1;1
6388039;51718;39932;1;1
6414124;52261;39932;1;1
6431708;52328;39932;1;1
6431736;52329;39932;1;1
6431764;52330;39932;1;1
6431792;52331;39932;1;1
6431820;52332;39932;1;1
6431848;52333;39932;1;1
6431876;52334;39932;1;1
6431904;52335;39932;1;1
6431932;52336;39932;1;1
6431960;52337;39932;1;1
6431988;52338;39932;1;1
6432016;52339;39932;1;1
6432044;52340;39932;1;1
6432072;52341;39932;1;1
6432100;52342;39932;1;1
6432128;52343;39932;1;1
6432156;52344;39932;1;1
6432184;52345;39932;1;1
6432274;52348;39932;1;1
6432302;52349;39932;1;1
6432330;52350;39932;1;1
6432358;52351;39932;1;1
6432386;52352;39932;1;1
6432418;52353;39932;1;1
6432446;52354;39932;1;1
6432478;52355;39932;1;1
6432506;52356;39932;1;1
6432534;52357;39932;1;1
6432566;52358;39932;1;1
6432594;52359;39932;1;1
6432622;52360;39932;1;1
6432650;52361;39932;1;1
6432678;52362;39932;1;1
6432706;52363;39932;1;1
6432734;52364;39932;1;1
6432762;52365;39932;1;1
6432790;52366;39932;1;1
6432818;52367;39932;1;1
6432852;52368;39932;1;1
6432880;52369;39932;1;1
6432908;52370;39932;1;1
6432936;52371;39932;1;1
6432964;52372;39932;1;1
6433406;52373;39932;1;1
6433434;52374;39932;1;1
6433830;52381;39932;1;1
6433858;52382;39932;1;1
6433886;52383;39932;1;1
6433914;52384;39932;1;1
6483664;52793;39932;1;1
6486370;52802;39932;1;1
6486399;52803;39932;1;1
6486428;52804;39932;1;1
6486457;52805;39932;1;1
6488114;52829;39932;1;1
6490528;52863;39932;1;1
6526911;53047;39932;1;1
6527076;53048;39932;1;1
6539858;53062;39932;1;1
6545297;53131;39932;1;1
6545326;53132;39932;1;1
6545355;53133;39932;1;1
6545384;53134;39932;1;1
6545413;53135;39932;1;1
6545442;53136;39932;1;1
6545471;53137;39932;1;1
6545500;53138;39932;1;1
6545529;53139;39932;1;1
6545558;53140;39932;1;1
6545587;53141;39932;1;1
6545616;53142;39932;1;1
6545645;53143;39932;1;1
6545674;53144;39932;1;1
6545703;53145;39932;1;1
6545732;53146;39932;1;1
6545761;53147;39932;1;1
6545790;53148;39932;1;1
6545819;53149;39932;1;1
6545848;53150;39932;1;1
6545877;53151;39932;1;1
6545906;53152;39932;1;1
6545935;53153;39932;1;1
6545964;53154;39932;1;1
6545993;53155;39932;1;1
6546022;53156;39932;1;1
6546422;53157;39932;1;1
6546451;53158;39932;1;1
6546480;53159;39932;1;1
6546509;53160;39932;1;1
6546538;53161;39932;1;1
6546567;53162;39932;1;1
6546596;53163;39932;1;1
6546625;53164;39932;1;1
6546654;53165;39932;1;1
6546706;53166;39932;1;1
6546735;53167;39932;1;1
6546764;53168;39932;1;1
6546793;53169;39932;1;1
6546822;53170;39932;1;1
6546851;53171;39932;1;1
6546880;53172;39932;1;1
6546909;53173;39932;1;1
6546938;53174;39932;1;1
6546967;53175;39932;1;1
6546996;53176;39932;1;1
6547025;53177;39932;1;1
6547055;53178;39932;1;1
6547084;53179;39932;1;1
6559147;53430;39932;1;1
6559176;53431;39932;1;1
6559205;53432;39932;1;1
6559234;53433;39932;1;1
6559263;53434;39932;1;1
6559319;53435;39932;1;1
6559348;53436;39932;1;1
6559397;53438;39932;1;1
6589509;53514;39932;1;1
6589538;53515;39932;1;1
6589567;53516;39932;1;1
6589596;53517;39932;1;1
6589625;53518;39932;1;1
6589654;53519;39932;1;1
6589698;53520;39932;1;1
6589742;53521;39932;1;1
6589771;53522;39932;1;1
6589800;53523;39932;1;1
6620396;53581;39932;1;1
6620424;53582;39932;1;1
6665916;53872;39932;1;1
6665950;53873;39932;1;1
6719114;53997;39932;1;1
6719143;53998;39932;1;1
6719172;53999;39932;1;1
6719201;54000;39932;1;1
6719230;54001;39932;1;1
6719259;54002;39932;1;1
6719288;54003;39932;1;1
6719317;54004;39932;1;1
6746915;54495;39932;1;1
5259610;43102;40858;1;1
5259611;43103;40858;1;1
5259612;43104;40858;1;1
5259614;43105;40858;1;1
5259615;44532;40858;1;1
5259616;44533;40858;1;1
5259617;44534;40858;1;1
5259618;44535;40858;1;1
5259619;44536;40858;1;1
5259620;44537;40858;1;1
5264129;44615;40858;1;1
5349100;45371;40858;1;1
5349131;45372;40858;1;1
5349162;45373;40858;1;1
5349224;45375;40858;1;1
5349255;45376;40858;1;1
5349286;45377;40858;1;1
5349317;45378;40858;1;1
5349348;45379;40858;1;1
5349379;45380;40858;1;1
5349410;45381;40858;1;1
5349441;45382;40858;1;1
5349472;45383;40858;1;1
5349503;45384;40858;1;1
5349534;45385;40858;1;1
5349565;45386;40858;1;1
5349596;45387;40858;1;1
5425320;45511;40858;1;1
5425813;45512;40858;1;1
5425846;45513;40858;1;1
5427402;45523;40858;1;1
5427435;45524;40858;1;1
5427468;45525;40858;1;1
5427501;45526;40858;1;1
5427534;45527;40858;1;1
5429043;45533;40858;1;1
5793335;45842;40858;1;1
5875976;46823;40858;1;1
5916131;47176;40858;1;1
5916158;47177;40858;1;1
5916185;47178;40858;1;1
5916212;47179;40858;1;1
5916239;47180;40858;1;1
5916266;47181;40858;1;1
5916293;47182;40858;1;1
5916320;47183;40858;1;1
5916347;47184;40858;1;1
5916374;47185;40858;1;1
5916401;47186;40858;1;1
5916428;47187;40858;1;1
5916455;47188;40858;1;1
5916482;47189;40858;1;1
5916509;47190;40858;1;1
5916536;47191;40858;1;1
5916563;47192;40858;1;1
5916590;47193;40858;1;1
5916617;47194;40858;1;1
5916644;47195;40858;1;1
5916671;47196;40858;1;1
5916698;47197;40858;1;1
5916725;47198;40858;1;1
5916752;47199;40858;1;1
5916779;47200;40858;1;1
5916806;47201;40858;1;1
5916833;47202;40858;1;1
5916860;47203;40858;1;1
5916887;47204;40858;1;1
5916914;47205;40858;1;1
5916941;47206;40858;1;1
5916968;47207;40858;1;1
5916995;47208;40858;1;1
5917022;47209;40858;1;1
5917049;47210;40858;1;1
5917076;47211;40858;1;1
5917103;47212;40858;1;1
5917130;47213;40858;1;1
5917157;47214;40858;1;1
5917184;47215;40858;1;1
5917211;47216;40858;1;1
5917238;47217;40858;1;1
5917265;47218;40858;1;1
5917292;47219;40858;1;1
5917319;47220;40858;1;1
5917346;47221;40858;1;1
5917373;47222;40858;1;1
5924807;47317;40858;1;1
5924834;47318;40858;1;1
5924861;47319;40858;1;1
5924888;47320;40858;1;1
5924915;47321;40858;1;1
5924942;47322;40858;1;1
5924969;47323;40858;1;1
5983591;48327;40858;1;1
5984853;48330;40858;1;1
5984880;48331;40858;1;1
5984907;48332;40858;1;1
5984934;48333;40858;1;1
5984961;48334;40858;1;1
5994830;48546;40858;1;1
6054224;49061;40858;1;1
6054254;49062;40858;1;1
6054284;49063;40858;1;1
6054314;49064;40858;1;1
6054344;49065;40858;1;1
6137085;50190;40858;1;1
6215804;50350;40858;1;1
6215837;50351;40858;1;1
6215870;50352;40858;1;1
6215936;50354;40858;1;1
6215969;50355;40858;1;1
6216002;50356;40858;1;1
6224259;50360;40858;1;1
6224292;50361;40858;1;1
6224325;50362;40858;1;1
6224358;50363;40858;1;1
6224391;50364;40858;1;1
6224424;50365;40858;1;1
6224457;50366;40858;1;1
6224490;50367;40858;1;1
6224523;50368;40858;1;1
6224556;50369;40858;1;1
6224589;50370;40858;1;1
6224622;50371;40858;1;1
6224655;50372;40858;1;1
6224688;50373;40858;1;1
6224721;50374;40858;1;1
6224754;50375;40858;1;1
6224787;50376;40858;1;1
6224820;50377;40858;1;1
6224853;50378;40858;1;1
6224886;50379;40858;1;1
6224919;50380;40858;1;1
6224952;50381;40858;1;1
6224985;50382;40858;1;1
6225018;50383;40858;1;1
6225051;50384;40858;1;1
6225084;50385;40858;1;1
6225117;50386;40858;1;1
6225150;50387;40858;1;1
6225183;50388;40858;1;1
6225216;50389;40858;1;1
6225249;50390;40858;1;1
6225282;50391;40858;1;1
6225315;50392;40858;1;1
6225348;50393;40858;1;1
6225381;50394;40858;1;1
6225454;50395;40858;1;1
6225487;50396;40858;1;1
6225520;50397;40858;1;1
6225553;50398;40858;1;1
6225586;50399;40858;1;1
6225619;50400;40858;1;1
6225652;50401;40858;1;1
6225685;50402;40858;1;1
6225718;50403;40858;1;1
6225751;50404;40858;1;1
6225784;50405;40858;1;1
6225817;50406;40858;1;1
6225850;50407;40858;1;1
6225883;50408;40858;1;1
6225916;50409;40858;1;1
6225949;50410;40858;1;1
6225982;50411;40858;1;1
6226015;50412;40858;1;1
6226048;50413;40858;1;1
6226081;50414;40858;1;1
6226114;50415;40858;1;1
6226147;50416;40858;1;1
6226180;50417;40858;1;1
6226213;50418;40858;1;1
6226246;50419;40858;1;1
6226279;50420;40858;1;1
6226312;50421;40858;1;1
6226345;50422;40858;1;1
6226378;50423;40858;1;1
6226411;50424;40858;1;1
6226444;50425;40858;1;1
6226477;50426;40858;1;1
6226510;50427;40858;1;1
6226543;50428;40858;1;1
6226576;50429;40858;1;1
6226609;50430;40858;1;1
6226642;50431;40858;1;1
6226675;50432;40858;1;1
6226708;50433;40858;1;1
6226741;50434;40858;1;1
6226774;50435;40858;1;1
6226807;50436;40858;1;1
6226840;50437;40858;1;1
6226873;50438;40858;1;1
6226906;50439;40858;1;1
6226939;50440;40858;1;1
6226972;50441;40858;1;1
6227005;50442;40858;1;1
6227038;50443;40858;1;1
6227071;50444;40858;1;1
6227104;50445;40858;1;1
6227137;50446;40858;1;1
6227170;50447;40858;1;1
6227236;50449;40858;1;1
6246588;50594;40858;1;1
6246621;50595;40858;1;1
6246654;50596;40858;1;1
6246687;50597;40858;1;1
6246720;50598;40858;1;1
6264381;50638;40858;1;1
6266653;50653;40858;1;1
6297422;50937;40858;1;1
6345457;51389;40858;1;1
6345488;51390;40858;1;1
6345519;51391;40858;1;1
6345550;51392;40858;1;1
6345581;51393;40858;1;1
6345612;51394;40858;1;1
6345643;51395;40858;1;1
6345674;51396;40858;1;1
6345714;51397;40858;1;1
6345745;51398;40858;1;1
6345776;51399;40858;1;1
6345807;51400;40858;1;1
6345838;51401;40858;1;1
6345878;51402;40858;1;1
6345909;51403;40858;1;1
6345940;51404;40858;1;1
6345971;51405;40858;1;1
6346002;51406;40858;1;1
6346033;51407;40858;1;1
6346064;51408;40858;1;1
6346095;51409;40858;1;1
6346126;51410;40858;1;1
6354324;51549;40858;1;1
6354355;51550;40858;1;1
6354386;51551;40858;1;1
6354417;51552;40858;1;1
6354448;51553;40858;1;1
6354479;51554;40858;1;1
6354510;51555;40858;1;1
6354541;51556;40858;1;1
6354572;51557;40858;1;1
6354603;51558;40858;1;1
6354634;51559;40858;1;1
6354665;51560;40858;1;1
6354696;51561;40858;1;1
6354727;51562;40858;1;1
6354758;51563;40858;1;1
6354789;51564;40858;1;1
6354820;51565;40858;1;1
6354851;51566;40858;1;1
6354882;51567;40858;1;1
6354913;51568;40858;1;1
6354944;51569;40858;1;1
6354975;51570;40858;1;1
6355006;51571;40858;1;1
6355037;51572;40858;1;1
6355068;51573;40858;1;1
6355099;51574;40858;1;1
6355130;51575;40858;1;1
6355161;51576;40858;1;1
6355192;51577;40858;1;1
6355223;51578;40858;1;1
6355254;51579;40858;1;1
6355285;51580;40858;1;1
6355316;51581;40858;1;1
6355347;51582;40858;1;1
6355378;51583;40858;1;1
6355409;51584;40858;1;1
6355440;51585;40858;1;1
6355471;51586;40858;1;1
6355502;51587;40858;1;1
6355533;51588;40858;1;1
6355564;51589;40858;1;1
6355595;51590;40858;1;1
6355626;51591;40858;1;1
6355657;51592;40858;1;1
6355688;51593;40858;1;1
6355719;51594;40858;1;1
6355750;51595;40858;1;1
6355781;51596;40858;1;1
6355812;51597;40858;1;1
6355843;51598;40858;1;1
6355874;51599;40858;1;1
6355905;51600;40858;1;1
6355936;51601;40858;1;1
6355967;51602;40858;1;1
6387987;51716;40858;1;1
6388015;51717;40858;1;1
6388043;51718;40858;1;1
6414128;52261;40858;1;1
6431712;52328;40858;1;1
6431740;52329;40858;1;1
6431768;52330;40858;1;1
6431796;52331;40858;1;1
6431824;52332;40858;1;1
6431852;52333;40858;1;1
6431880;52334;40858;1;1
6431908;52335;40858;1;1
6431936;52336;40858;1;1
6431964;52337;40858;1;1
6431992;52338;40858;1;1
6432020;52339;40858;1;1
6432048;52340;40858;1;1
6432076;52341;40858;1;1
6432104;52342;40858;1;1
6432132;52343;40858;1;1
6432160;52344;40858;1;1
6432188;52345;40858;1;1
6432222;52346;40858;1;1
6432250;52347;40858;1;1
6432278;52348;40858;1;1
6432306;52349;40858;1;1
6432334;52350;40858;1;1
6432362;52351;40858;1;1
6432390;52352;40858;1;1
6432422;52353;40858;1;1
6432450;52354;40858;1;1
6432482;52355;40858;1;1
6432510;52356;40858;1;1
6432538;52357;40858;1;1
6432570;52358;40858;1;1
6432598;52359;40858;1;1
6432626;52360;40858;1;1
6432654;52361;40858;1;1
6432682;52362;40858;1;1
6432710;52363;40858;1;1
6432738;52364;40858;1;1
6432766;52365;40858;1;1
6432794;52366;40858;1;1
6432822;52367;40858;1;1
6432856;52368;40858;1;1
6432884;52369;40858;1;1
6432912;52370;40858;1;1
6432940;52371;40858;1;1
6432968;52372;40858;1;1
6433410;52373;40858;1;1
6433438;52374;40858;1;1
6433834;52381;40858;1;1
6433862;52382;40858;1;1
6433890;52383;40858;1;1
6433918;52384;40858;1;1
6483668;52793;40858;1;1
6486374;52802;40858;1;1
6486403;52803;40858;1;1
6486432;52804;40858;1;1
6486461;52805;40858;1;1
6488133;52829;40858;1;1
6490532;52863;40858;1;1
6526930;53047;40858;1;1
6527080;53048;40858;1;1
6539862;53062;40858;1;1
6545316;53131;40858;1;1
6545345;53132;40858;1;1
6545374;53133;40858;1;1
6545403;53134;40858;1;1
6545432;53135;40858;1;1
6545461;53136;40858;1;1
6545490;53137;40858;1;1
6545519;53138;40858;1;1
6545548;53139;40858;1;1
6545577;53140;40858;1;1
6545606;53141;40858;1;1
6545635;53142;40858;1;1
6545664;53143;40858;1;1
6545693;53144;40858;1;1
6545722;53145;40858;1;1
6545751;53146;40858;1;1
6545780;53147;40858;1;1
6545809;53148;40858;1;1
6545838;53149;40858;1;1
6545867;53150;40858;1;1
6545896;53151;40858;1;1
6545925;53152;40858;1;1
6545954;53153;40858;1;1
6545983;53154;40858;1;1
6546012;53155;40858;1;1
6546041;53156;40858;1;1
6546441;53157;40858;1;1
6546470;53158;40858;1;1
6546499;53159;40858;1;1
6546528;53160;40858;1;1
6546557;53161;40858;1;1
6546586;53162;40858;1;1
6546615;53163;40858;1;1
6546644;53164;40858;1;1
6546673;53165;40858;1;1
6546725;53166;40858;1;1
6546754;53167;40858;1;1
6546783;53168;40858;1;1
6546812;53169;40858;1;1
6546841;53170;40858;1;1
6546870;53171;40858;1;1
6546899;53172;40858;1;1
6546928;53173;40858;1;1
6546957;53174;40858;1;1
6546986;53175;40858;1;1
6547015;53176;40858;1;1
6547044;53177;40858;1;1
6547074;53178;40858;1;1
6547103;53179;40858;1;1
6559151;53430;40858;1;1
6559180;53431;40858;1;1
6559209;53432;40858;1;1
6559238;53433;40858;1;1
6559267;53434;40858;1;1
6559323;53435;40858;1;1
6559352;53436;40858;1;1
6559401;53438;40858;1;1
6589513;53514;40858;1;1
6589542;53515;40858;1;1
6589571;53516;40858;1;1
6589600;53517;40858;1;1
6589629;53518;40858;1;1
6589658;53519;40858;1;1
6589702;53520;40858;1;1
6589746;53521;40858;1;1
6589775;53522;40858;1;1
6589804;53523;40858;1;1
6620400;53581;40858;1;1
6620428;53582;40858;1;1
6665920;53872;40858;1;1
6665954;53873;40858;1;1
6719118;53997;40858;1;1
6719147;53998;40858;1;1
6719176;53999;40858;1;1
6719205;54000;40858;1;1
6719234;54001;40858;1;1
6719263;54002;40858;1;1
6719292;54003;40858;1;1
6719321;54004;40858;1;1
6746919;54495;40858;1;1
5294051;40406;41053;1;1
5294052;40407;41053;1;1
5294053;40408;41053;1;1
5294054;40409;41053;1;1
5294055;40410;41053;1;1
5294056;40411;41053;1;1
5294057;40412;41053;1;1
5294058;40413;41053;1;1
5294059;41031;41053;1;1
5294061;43102;41053;1;1
5294062;43103;41053;1;1
5294063;43104;41053;1;1
5294064;43105;41053;1;1
5294065;44532;41053;1;1
5294066;44533;41053;1;1
5294067;44534;41053;1;1
5294068;44535;41053;1;1
5294069;44536;41053;1;1
5294070;44537;41053;1;1
5294071;44615;41053;1;1
5349103;45371;41053;1;1
5349134;45372;41053;1;1
5349165;45373;41053;1;1
5349227;45375;41053;1;1
5349258;45376;41053;1;1
5349289;45377;41053;1;1
5349320;45378;41053;1;1
5349351;45379;41053;1;1
5349382;45380;41053;1;1
5349413;45381;41053;1;1
5349444;45382;41053;1;1
5349475;45383;41053;1;1
5349506;45384;41053;1;1
5349537;45385;41053;1;1
5349568;45386;41053;1;1
5349599;45387;41053;1;1
5425323;45511;41053;1;1
5425816;45512;41053;1;1
5425849;45513;41053;1;1
5427405;45523;41053;1;1
5427438;45524;41053;1;1
5427471;45525;41053;1;1
5427504;45526;41053;1;1
5427537;45527;41053;1;1
5429046;45533;41053;1;1
5793338;45842;41053;1;1
5875979;46823;41053;1;1
5916134;47176;41053;1;1
5916161;47177;41053;1;1
5916188;47178;41053;1;1
5916215;47179;41053;1;1
5916242;47180;41053;1;1
5916269;47181;41053;1;1
5916296;47182;41053;1;1
5916323;47183;41053;1;1
5916350;47184;41053;1;1
5916377;47185;41053;1;1
5916404;47186;41053;1;1
5916431;47187;41053;1;1
5916458;47188;41053;1;1
5916485;47189;41053;1;1
5916512;47190;41053;1;1
5916539;47191;41053;1;1
5916566;47192;41053;1;1
5916593;47193;41053;1;1
5916620;47194;41053;1;1
5916647;47195;41053;1;1
5916674;47196;41053;1;1
5916701;47197;41053;1;1
5916728;47198;41053;1;1
5916755;47199;41053;1;1
5916782;47200;41053;1;1
5916809;47201;41053;1;1
5916836;47202;41053;1;1
5916863;47203;41053;1;1
5916890;47204;41053;1;1
5916917;47205;41053;1;1
5916944;47206;41053;1;1
5916971;47207;41053;1;1
5916998;47208;41053;1;1
5917025;47209;41053;1;1
5917052;47210;41053;1;1
5917079;47211;41053;1;1
5917106;47212;41053;1;1
5917133;47213;41053;1;1
5917160;47214;41053;1;1
5917187;47215;41053;1;1
5917214;47216;41053;1;1
5917241;47217;41053;1;1
5917268;47218;41053;1;1
5917295;47219;41053;1;1
5917322;47220;41053;1;1
5917349;47221;41053;1;1
5917376;47222;41053;1;1
5924810;47317;41053;1;1
5924837;47318;41053;1;1
5924864;47319;41053;1;1
5924891;47320;41053;1;1
5924918;47321;41053;1;1
5924945;47322;41053;1;1
5924972;47323;41053;1;1
5983594;48327;41053;1;1
5984856;48330;41053;1;1
5984883;48331;41053;1;1
5984910;48332;41053;1;1
5984937;48333;41053;1;1
5984964;48334;41053;1;1
5994833;48546;41053;1;1
6054227;49061;41053;1;1
6054257;49062;41053;1;1
6054287;49063;41053;1;1
6054317;49064;41053;1;1
6054347;49065;41053;1;1
6137088;50190;41053;1;1
6215939;50354;41053;1;1
6215972;50355;41053;1;1
6216005;50356;41053;1;1
6224262;50360;41053;1;1
6224295;50361;41053;1;1
6224328;50362;41053;1;1
6224361;50363;41053;1;1
6224394;50364;41053;1;1
6224427;50365;41053;1;1
6224460;50366;41053;1;1
6224493;50367;41053;1;1
6224526;50368;41053;1;1
6224559;50369;41053;1;1
6224592;50370;41053;1;1
6224625;50371;41053;1;1
6224658;50372;41053;1;1
6224691;50373;41053;1;1
6224724;50374;41053;1;1
6224757;50375;41053;1;1
6224790;50376;41053;1;1
6224823;50377;41053;1;1
6224856;50378;41053;1;1
6224889;50379;41053;1;1
6224922;50380;41053;1;1
6224955;50381;41053;1;1
6224988;50382;41053;1;1
6225021;50383;41053;1;1
6225054;50384;41053;1;1
6225087;50385;41053;1;1
6225120;50386;41053;1;1
6225153;50387;41053;1;1
6225186;50388;41053;1;1
6225219;50389;41053;1;1
6225252;50390;41053;1;1
6225285;50391;41053;1;1
6225318;50392;41053;1;1
6225351;50393;41053;1;1
6225384;50394;41053;1;1
6225457;50395;41053;1;1
6225490;50396;41053;1;1
6225523;50397;41053;1;1
6225556;50398;41053;1;1
6225589;50399;41053;1;1
6225622;50400;41053;1;1
6225655;50401;41053;1;1
6225688;50402;41053;1;1
6225721;50403;41053;1;1
6225754;50404;41053;1;1
6225787;50405;41053;1;1
6225820;50406;41053;1;1
6225853;50407;41053;1;1
6225886;50408;41053;1;1
6225919;50409;41053;1;1
6225952;50410;41053;1;1
6225985;50411;41053;1;1
6226018;50412;41053;1;1
6226051;50413;41053;1;1
6226084;50414;41053;1;1
6226117;50415;41053;1;1
6226150;50416;41053;1;1
6226183;50417;41053;1;1
6226216;50418;41053;1;1
6226249;50419;41053;1;1
6226282;50420;41053;1;1
6226315;50421;41053;1;1
6226348;50422;41053;1;1
6226381;50423;41053;1;1
6226414;50424;41053;1;1
6226447;50425;41053;1;1
6226480;50426;41053;1;1
6226513;50427;41053;1;1
6226546;50428;41053;1;1
6226579;50429;41053;1;1
6226612;50430;41053;1;1
6226678;50432;41053;1;1
6226711;50433;41053;1;1
6226744;50434;41053;1;1
6226777;50435;41053;1;1
6226810;50436;41053;1;1
6226843;50437;41053;1;1
6226876;50438;41053;1;1
6226909;50439;41053;1;1
6226942;50440;41053;1;1
