id_ubicacionxzona;latitud;longitud;id_zona;id_geometria_zona
938815;-34,5129344287873;-58,4686902190739;25267;
938816;-34,5130121783969;-58,4685983340717;25267;
938817;-34,5130130512846;-58,4685975230628;25267;
938818;-34,5131691998959;-58,4684839595326;25267;
938819;-34,5131700695152;-58,4684834526738;25267;
938820;-34,5133264541836;-58,4684123683715;25267;
938821;-34,5133268589417;-58,468412205316;25267;
938822;-34,5134475962286;-58,4683695929753;25267;
938823;-34,5134484366768;-58,4683693763844;25267;
938824;-34,5135762800032;-58,4683480683341;25267;
938825;-34,5135767183531;-58,4683480150506;25267;
938826;-34,5136685872247;-58,4683409485951;25267;
938827;-34,5136699936013;-58,4683410406566;25267;
938828;-34,5138034552341;-58,4683691385676;25267;
938829;-34,5138049315488;-58,4683693360224;25267;
938830;-34,5138064208159;-58,4683693120063;25267;
938831;-34,5138827295529;-58,4683623743183;25267;
938832;-34,5138841554004;-58,4683624504821;25267;
938833;-34,5139532407564;-58,4683762677468;25267;
938834;-34,5139548367768;-58,4683764552758;25267;
938835;-34,5139564422274;-58,4683763847321;25267;
938836;-34,5140114706674;-58,4683695065385;25267;
938837;-34,5140123997371;-58,4683693456116;25267;
938838;-34,5140756574667;-58,4683552880101;25267;
938839;-34,5140761711007;-58,468355230812;25267;
938840;-34,5140766155042;-58,4683554946244;25267;
938841;-34,5141616943051;-58,4684193029802;25267;
938842;-34,5141619867606;-58,4684195400415;25267;
938843;-34,5142171348032;-58,4684677949408;25267;
938844;-34,5142190851982;-58,4684691303354;25267;
938845;-34,5142212945476;-58,46846997063;25267;
938846;-34,5143040821139;-58,46849066728;25267;
938847;-34,5143051024524;-58,4684910447262;25267;
938848;-34,5143901012841;-58,468533544142;25267;
938849;-34,5143904376239;-58,4685337287771;25267;
938850;-34,5144616170506;-58,4685764376296;25267;
938851;-34,5144616945181;-58,4685764850738;25267;
938852;-34,5145166549839;-58,4686108354854;25267;
938853;-34,5145188572779;-58,468611863623;25267;
938854;-34,5145212425587;-58,4686123301007;25267;
938855;-34,5146183864658;-58,4686192685346;25267;
938856;-34,5146190102118;-58,4686193528424;25267;
938857;-34,5146896793548;-58,4686334866709;25267;
938858;-34,5146900709807;-58,4686335994067;25267;
938859;-34,5146904045773;-58,4686338334867;25267;
938860;-34,5147754333244;-58,4687046922649;25267;
938861;-34,5147757200759;-58,4687049735904;25267;
938862;-34,5147759576334;-58,4687052975298;25267;
938863;-34,5148326276253;-58,4687973863907;25267;
938864;-34,5148330110009;-58,4687981484954;25267;
938865;-34,514868335;-58,4688864569999;25267;
938866;-34,5148742710679;-58,4689012963619;25267;
938867;-34,5148750947448;-58,4689029124906;25267;
938868;-34,514876196816;-58,4689043532386;25267;
938869;-34,5148775410199;-58,4689055712007;25267;
938870;-34,5148790831279;-58,4689065263021;25267;
938871;-34,5148899587508;-58,4689119648754;25267;
938872;-34,5149879812655;-58,4689609751519;25267;
938873;-34,5149899536926;-58,4689617133962;25267;
938874;-34,5149920369905;-58,4689620221735;25267;
938875;-34,515159518891;-58,4689690011563;25267;
938876;-34,515161200809;-58,4689689294192;25267;
938877;-34,5151628468605;-58,4689685765615;25267;
938878;-34,5153249084911;-58,4689192531991;25267;
938879;-34,515325877434;-58,468918902817;25267;
938880;-34,5154605909485;-58,468862181285;25267;
938881;-34,5154614513963;-58,4688617696313;25267;
938882;-34,5155534891027;-58,4688122105611;25267;
938883;-34,5155541556837;-58,4688118176304;25267;
938884;-34,5155702129999;-58,468801495;25267;
938885;-34,5156536878671;-58,4687478328708;25267;
938886;-34,5156538479904;-58,4687477341421;25267;
938887;-34,5158100333846;-58,4686554430893;25267;
938888;-34,5158114954367;-58,4686543906839;25267;
938889;-34,5159175812653;-58,4685624489719;25267;
938890;-34,5159179042048;-58,4685622119142;25267;
938891;-34,5159182611047;-58,4685620299565;25267;
938892;-34,5160388247368;-58,4685123859911;25267;
938893;-34,5160396791209;-58,4685121209029;25267;
938894;-34,5161385073635;-58,468490943493;25267;
938895;-34,5161398605045;-58,4684908427168;25267;
938896;-34,5162530978842;-58,4684979196812;25267;
938897;-34,5162536799502;-58,4684979905374;25267;
938898;-34,5163315638356;-58,4685121515143;25267;
938899;-34,5163322496769;-58,4685123272265;25267;
938900;-34,5164602416899;-58,4685549915628;25267;
938901;-34,516460564178;-58,4685551115432;25267;
938902;-34,5165816098019;-58,4686049533895;25267;
938903;-34,5165819060528;-58,4686050698944;25267;
938904;-34,5166383024465;-58,4686262184187;25267;
938905;-34,5166388233312;-58,4686264886528;25267;
938906;-34,5166392652021;-58,4686268747843;25267;
938907;-34,5167027362019;-58,468697398776;25267;
938908;-34,5167035255144;-58,4686981832372;25267;
938909;-34,5167671694957;-58,4687547559953;25267;
938910;-34,516767521441;-58,4687551013915;25267;
938911;-34,5168528728687;-58,4688475639435;25267;
938912;-34,5168531455514;-58,4688478855698;25267;
938913;-34,5169026392221;-58,4689115217043;25267;
938914;-34,5169032214906;-58,4689124739018;25267;
938915;-34,5169527274325;-58,4690185566477;25267;
938916;-34,5169530712113;-58,4690195601308;25267;
938917;-34,5169886208281;-58,4691759786437;25267;
938918;-34,5169886645104;-58,4691761923091;25267;
938919;-34,5170171600246;-58,4693329201323;25267;
938920;-34,5170172181261;-58,4693333403357;25267;
938921;-34,5170314253869;-58,4694825245355;25267;
938922;-34,5170315745713;-58,4694835378146;25267;
938923;-34,5170454893669;-58,469553105945;25267;
938924;-34,5170463508387;-58,4695556166985;25267;
938925;-34,5170726046997;-58,4696081253399;25267;
938926;-34,5170735598287;-58,4696096676739;25267;
938927;-34,5170747778867;-58,4696110120698;25267;
938928;-34,5170762187866;-58,4696121142827;25267;
938929;-34,5170778351074;-58,469612938038;25267;
938930;-34,5172163324048;-58,4696683367629;25267;
938931;-34,5172178511905;-58,4696688080918;25267;
938932;-34,5175025317911;-58,4697328608531;25267;
938933;-34,5175026836359;-58,4697328975192;25267;
938934;-34,5176976791632;-58,4697832197415;25267;
986251;-34,5301899742994;-58,553893403763;29230;
986252;-34,5301867349695;-58,5538906455166;29230;
986253;-34,5301185093502;-58,5538205507022;29230;
986254;-34,5301156303381;-58,5538173246368;29230;
986255;-34,5296604130361;-58,5532605052236;29230;
986256;-34,5296595804054;-58,5532595002098;29230;
986257;-34,5290740488052;-58,5525620581332;29230;
986258;-34,5285350125152;-58,5519180149532;29230;
986259;-34,5280142826632;-58,5512963374597;29230;
986260;-34,5280137143771;-58,5512956650423;29230;
986261;-34,5279058437793;-58,5511691622503;29230;
986262;-34,527902036409;-58,5511649459411;29230;
986263;-34,5274122476354;-58,5506525912955;29230;
986264;-34,5274104081367;-58,550650558242;29230;
986265;-34,5265795600727;-58,5496800701691;29230;
986266;-34,5250167400397;-58,5478477469444;29230;
986267;-34,5242446621201;-58,5469402607058;29230;
986268;-34,524243526498;-58,5469389491406;29230;
986269;-34,5238546934969;-58,5464976679717;29230;
986270;-34,5238522252157;-58,5464946354052;29230;
986271;-34,5234824472374;-58,5460021597219;29230;
986272;-34,5234779539747;-58,5459966009625;29230;
986273;-34,5233645374726;-58,5458661184038;29230;
986274;-34,523894353664;-58,5454997057394;29230;
986275;-34,5245327830872;-58,5453569473807;29230;
986276;-34,5257880882326;-58,5443748476953;29230;
986277;-34,5269302915875;-58,5459390369565;29230;
986278;-34,5275430403248;-58,5470478950641;29230;
986279;-34,5279985967697;-58,5474570706367;29230;
986280;-34,528350408856;-58,5476791391026;29230;
986281;-34,528645806954;-58,5473263131654;29230;
986282;-34,5287795421123;-58,5474897834277;29230;
986283;-34,5288367782788;-58,5474653891921;29230;
986284;-34,528856811167;-58,547414044708;29230;
986285;-34,5286705978696;-58,5472004047018;29230;
986286;-34,5283631547054;-58,5468575636529;29230;
986287;-34,5286693966207;-58,5465939708225;29230;
986288;-34,5286847166957;-58,5461690222709;29230;
986289;-34,5277644180343;-58,5451856785884;29230;
986290;-34,5283224410584;-58,5442918937639;29230;
986291;-34,5290939365613;-58,5434626995572;29230;
986292;-34,5292041822465;-58,5424055813463;29230;
986293;-34,5289762722574;-58,5420544461051;29230;
986294;-34,5291780514389;-58,5418433312412;29230;
986295;-34,5293876501301;-58,5417995643216;29230;
986296;-34,5294659010013;-58,5418303836069;29230;
986297;-34,5296174125149;-58,5420502601789;29230;
986298;-34,529474964821;-58,54219357038;29230;
986299;-34,5296534295332;-58,5425938013142;29230;
986300;-34,5301870891748;-58,5420531067976;29230;
986301;-34,529702218253;-58,5419261036004;29230;
986302;-34,5296325149252;-58,5419921025186;29230;
986303;-34,5295142646927;-58,5417911788489;29230;
986304;-34,5294562680802;-58,541790710169;29230;
986305;-34,5294413907592;-58,5416774847658;29230;
986306;-34,5291076424618;-58,5409403942486;29230;
986307;-34,5290802365917;-58,5404500168591;29230;
986308;-34,5284412446807;-58,539504710057;29230;
986309;-34,5289943310021;-58,5374731826636;29230;
986310;-34,5292031028268;-58,5357778819442;29230;
986311;-34,5287840606843;-58,5353605925091;29230;
986312;-34,5286822275783;-58,5351204156653;29230;
986313;-34,5285577083629;-58,5350871834141;29230;
986314;-34,5289623097342;-58,5320003141321;29230;
986315;-34,52957027656;-58,5276507748886;29230;
986316;-34,529712016437;-58,5265690878269;29230;
986317;-34,5300636866407;-58,5250841040156;29230;
986318;-34,5310126052777;-58,5230611172966;29230;
986319;-34,5313214459866;-58,5224932732965;29230;
986320;-34,5320649390303;-58,5222056485497;29230;
986321;-34,5325506350242;-58,5210783906172;29230;
986322;-34,533352441611;-58,5195143687542;29230;
986323;-34,5331050643177;-58,5188730709133;29230;
986324;-34,5338091649036;-58,5178411281395;29230;
986325;-34,532292471722;-58,5181014006772;29230;
986326;-34,5309591293237;-58,5152509302386;29230;
986327;-34,5312221603814;-58,5132766834875;29230;
986328;-34,5300937207999;-58,5124767208526;29230;
986329;-34,5296482695169;-58,5118628815713;29230;
986330;-34,5283280281954;-58,5126222347096;29230;
986331;-34,5268031057143;-58,511123058848;29230;
986332;-34,5249204234427;-58,511569320463;29230;
986333;-34,524081991922;-58,5099078199011;29230;
986334;-34,523115436056;-58,507815309792;29230;
986335;-34,5218238329892;-58,5041897515379;29230;
986336;-34,5213368345479;-58,5015475165349;29230;
986337;-34,5193135938541;-58,4958053257157;29230;
986338;-34,5195729007468;-58,4928942022491;29230;
986339;-34,5201721082794;-58,4921909482149;29230;
986340;-34,5204368938919;-58,4918801805369;29230;
986341;-34,5212462642878;-58,49106890456;29230;
986342;-34,5213946298851;-58,4904030444375;29230;
986343;-34,5229772503091;-58,4891599432971;29230;
986344;-34,5224336652522;-58,4879425441869;29230;
986345;-34,5210986545368;-58,4884908118308;29230;
986346;-34,5208079012783;-58,4877289612383;29230;
986347;-34,5202855494454;-58,4877837134193;29230;
986348;-34,5196418032095;-58,4872169337261;29230;
986349;-34,5189869946425;-58,4857505777821;29230;
986350;-34,5190764657671;-58,4856094504737;29230;
986351;-34,5196432035448;-58,4853028981055;29230;
986352;-34,5196451241677;-58,4848756710758;29230;
986353;-34,5197146560214;-58,4846306710846;29230;
986354;-34,5199798725874;-58,484823864725;29230;
986355;-34,5201541440895;-58,4847043073766;29230;
986356;-34,5202770251859;-58,484332355111;29230;
986357;-34,5200409075123;-58,4838633361152;29230;
986358;-34,5196480238288;-58,4839505426149;29230;
986359;-34,5193983616823;-58,4844891418119;29230;
986360;-34,5188307386416;-58,4847454556356;29230;
986361;-34,5185332287414;-58,4836253171025;29230;
986362;-34,5180191868853;-58,4821693791871;29230;
986363;-34,5173118774956;-58,4815148710519;29230;
986364;-34,5162792566669;-58,4809236819325;29230;
986365;-34,5149889177644;-58,4782301166866;29230;
986366;-34,5145418985413;-58,4772970191486;29230;
986367;-34,5141653896911;-58,4765284747232;29230;
986368;-34,5147822497154;-58,4756810795477;29230;
986369;-34,5145021036871;-58,4747183301171;29230;
986370;-34,5145328581626;-58,4736598709957;29230;
986371;-34,5141862713239;-58,4723181194597;29230;
986372;-34,5135865090812;-58,4725442306775;29230;
986373;-34,5128996968365;-58,4722444831164;29230;
986374;-34,5121472454258;-58,4703252012412;29230;
986375;-34,5122097417054;-58,4703050505716;29230;
986376;-34,5122163711752;-58,4703034038776;29230;
986377;-34,512362689605;-58,4702775304967;29230;
986378;-34,5123899981789;-58,4702685009106;29230;
986379;-34,5124574617205;-58,4702347691398;29230;
986380;-34,5124755196032;-58,4702231645009;29230;
986381;-34,5124906849024;-58,4702079734353;29230;
986382;-34,5125564397809;-58,4701261621331;29230;
986383;-34,5125677270156;-58,4701086558994;29230;
986384;-34,5126045946669;-58,470035777984;29230;
986385;-34,5126072298094;-58,4700301399781;29230;
986386;-34,5126469524013;-58,4699377618574;29230;
986387;-34,5126505442929;-58,4699280519594;29230;
986388;-34,5126952097823;-58,4697849400852;29230;
986389;-34,51269908171;-58,4697666972939;29230;
986390;-34,5127126052429;-58,469650394911;29230;
986391;-34,5127138535764;-58,4696436905194;29230;
986392;-34,512766264108;-58,4694404847743;29230;
986393;-34,5127688933656;-58,4694258845711;29230;
986394;-34,5127693337093;-58,4694110560503;29230;
986395;-34,5127630496176;-58,4692701128526;29230;
986396;-34,512763;-58,4692678860419;29230;
986397;-34,512763;-58,4691541321355;29230;
986398;-34,5127644872613;-58,4691420509547;29230;
986399;-34,5128051380334;-58,4689794478662;29230;
986400;-34,5128073415711;-58,4689727089584;29230;
986401;-34,5128692773164;-58,4688207728332;29230;
986402;-34,5128708561786;-58,4688172876428;29230;
986403;-34,5129313074992;-58,4686963850016;29230;
986404;-34,5129378978093;-58,4686864114396;29230;
986405;-34,5130091339986;-58,4686025511155;29230;
986406;-34,5130178320149;-58,4685944914032;29230;
986407;-34,5131659901236;-58,46848691163;29230;
986408;-34,513174504392;-58,4684819342916;29230;
986409;-34,5133249879054;-58,468412922744;29230;
986410;-34,5133290857979;-58,468411258766;29230;
986411;-34,5134437843374;-58,468370498128;29230;
986412;-34,513452414924;-58,4683682756765;29230;
986413;-34,5135738413432;-58,4683483541546;29230;
986414;-34,5135781813453;-58,4683478358127;29230;
986415;-34,5136620541059;-58,4683415228092;29230;
986416;-34,5136758224491;-58,4683424046219;29230;
986417;-34,5137905699762;-58,4683660291127;29230;
986418;-34,5138196737047;-58,4683676831291;29230;
986419;-34,5138793268513;-58,4683623296416;29230;
986420;-34,5138829842253;-58,468362271927;29230;
986421;-34,5138866103923;-58,4683627521651;29230;
986422;-34,5139379513669;-58,4683734482014;29230;
986423;-34,5139550496234;-58,4683754957881;29230;
986424;-34,5139722456551;-58,4683745795572;29230;
986425;-34,5140082391543;-58,468369527838;29230;
986426;-34,5140157099794;-58,468368188442;29230;
986427;-34,5140707739353;-58,4683561432017;29230;
986428;-34,5140758733356;-58,4683555879068;29230;
986429;-34,51408029166;-58,4683581937935;29230;
986430;-34,5141603892822;-58,4684178013263;29230;
986431;-34,5141635093763;-58,4684203240143;29230;
986432;-34,5142010159042;-58,4684532244774;29230;
986433;-34,5142203161251;-58,4684665040816;29230;
986434;-34,5142421763611;-58,4684749288365;29230;
986435;-34,5142997172371;-58,4684896485955;29230;
986436;-34,5143098656998;-58,4684934614717;29230;
986437;-34,514388667402;-58,4685333258622;29230;
986438;-34,5143912899776;-58,468534752487;29230;
986439;-34,514461238952;-58,4685755560554;29230;
986440;-34,5144627449333;-58,4685764704842;29230;
986441;-34,5144977067172;-58,4685985516108;29230;
986442;-34,5145122710966;-58,4686061539496;29230;
986443;-34,5145278836955;-58,4686112689727;29230;
986444;-34,5145441231035;-58,4686137586172;29230;
986445;-34,5146155490667;-58,4686187584347;29230;
986446;-34,5146223846667;-58,4686197150704;29230;
986447;-34,5146840987139;-58,4686327532494;29230;
986448;-34,5146896829093;-58,4686346578111;29230;
986449;-34,5146946512468;-58,4686378399828;29230;
986450;-34,5147728094896;-58,4687023659739;29230;
986451;-34,514775741108;-58,4687052249;29230;
986452;-34,5147781620085;-58,4687085274876;29230;
986453;-34,5148307606596;-58,4687943463394;29230;
986454;-34,5148345837195;-58,4688019819234;29230;
986455;-34,5148613543189;-58,468869290859;29230;
986456;-34,5148695861311;-58,4688855115244;29230;
986457;-34,5148806200546;-58,4688999726878;29230;
986458;-34,5148940910071;-58,4689121958688;29230;
986459;-34,5149095532716;-58,4689217766358;29230;
986460;-34,5149708080636;-58,4689524040318;29230;
986461;-34,5149905681585;-58,4689597958895;29230;
986462;-34,5150114392815;-58,4689628776314;29230;
986463;-34,515144011216;-58,4689683045527;29230;
986464;-34,5151608174963;-58,468967576438;29230;
986465;-34,5151772639338;-58,4689640414836;29230;
986466;-34,5153201677176;-58,4689204732568;29230;
986467;-34,5153296592045;-58,4689170472452;29230;
986468;-34,5154565501742;-58,4688638650005;29230;
986469;-34,5154652496072;-58,4688597152649;29230;
986470;-34,5155491955738;-58,4688145830248;29230;
986471;-34,5155584949602;-58,4688089097149;29230;
986472;-34,5155691878986;-58,4688015583197;29230;
986473;-34,5155708334734;-58,4688004741179;29230;
986474;-34,515653406125;-58,4687483747069;29230;
986475;-34,5156546041641;-58,4687476421194;29230;
986476;-34,5158032038655;-58,4686596180924;29230;
986477;-34,515817839055;-58,4686490557746;29230;
986478;-34,5159149447851;-58,4685646554672;29230;
986479;-34,515918172604;-58,4685622792115;29230;
986480;-34,5159217411206;-58,4685604540824;29230;
986481;-34,5160347257251;-58,4685137662293;29230;
986482;-34,5160435260997;-58,4685110495191;29230;
986483;-34,5161324253598;-58,4684923806744;29230;
986484;-34,5161457054179;-58,4684914117362;29230;
986485;-34,5162501528963;-58,4684978251778;29230;
986486;-34,516255808703;-58,4684984977448;29230;
986487;-34,5163283378905;-58,4685113510186;29230;
986488;-34,5163355255501;-58,4685131843645;29230;
986489;-34,5164584626759;-58,4685544835552;29230;
986490;-34,5164615006158;-58,4685556150065;29230;
986491;-34,5165803358217;-58,4686043179597;29230;
986492;-34,5165836876275;-58,4686056217575;29230;
986493;-34,5166351571873;-58,4686245842269;29230;
986494;-34,5166388087551;-58,4686262804001;29230;
986495;-34,5166417207806;-58,4686290608782;29230;
986496;-34,5166991242761;-58,4686936398106;29230;
986497;-34,5167073564319;-58,4687018799472;29230;
986498;-34,5167651911105;-58,4687533889578;29230;
986499;-34,5167686445858;-58,4687567784475;29230;
986500;-34,5168515891565;-58,4688464743204;29230;
986501;-34,5168542793222;-58,4688496375324;29230;
986502;-34,5168995169119;-58,4689075416473;29230;
986503;-34,5169053951529;-58,4689171256272;29230;
986504;-34,5169507569513;-58,4690141998757;29230;
986505;-34,516954184175;-58,4690241643189;29230;
986506;-34,516988726678;-58,4691748080125;29230;
986507;-34,5169892147129;-58,4691772039257;29230;
986508;-34,5170166337676;-58,4693309464828;29230;
986509;-34,5170171938433;-58,4693350768928;29230;
986510;-34,517030464403;-58,4694772614603;29230;
986511;-34,5170321913397;-58,469488639008;29230;
986512;-34,5170434912732;-58,4695421253597;29230;
986513;-34,5170512764424;-58,4695649297735;29230;
986514;-34,5170570942422;-58,4695769809304;29230;
986515;-34,5170666537315;-58,4695928393736;29230;
986516;-34,5170789732085;-58,4696066634302;29230;
986517;-34,5170936302705;-58,4696179791091;29230;
986518;-34,5171101223648;-58,4696263984251;29230;
986519;-34,517209592409;-58,4696660473239;29230;
986520;-34,517224781915;-58,4696707414075;29230;
986521;-34,5175022127504;-58,4697328238323;29230;
986522;-34,5175037811561;-58,4697332014747;29230;
986523;-34,5177117137615;-58,4697868311512;29230;
986524;-34,5177366883118;-58,46979;29230;
986525;-34,5179845211992;-58,46979;29230;
986526;-34,5179914452017;-58,4697904823282;29230;
986527;-34,5180724067774;-58,4698018169488;29230;
986528;-34,5180879789651;-58,469802768197;29230;
986529;-34,518103509595;-58,4698012858209;29230;
986530;-34,5182735958905;-58,4697715207192;29230;
986531;-34,5183010792169;-58,4697624603915;29230;
986532;-34,5183599057669;-58,4697330471165;29230;
986533;-34,5183770117505;-58,4697222007055;29230;
986534;-34,5183915812098;-58,4697081298078;29230;
986535;-34,5184030164192;-58,469691411695;29230;
986536;-34,518423649855;-58,4696535037547;29230;
986537;-34,5184298946193;-58,469639601622;29230;
986538;-34,5184339542964;-58,4696249119864;29230;
986539;-34,5184571364531;-58,4695065174;29230;
986540;-34,518459;-58,4694873018708;29230;
986541;-34,518459;-58,4694316570172;29230;
986542;-34,5184596173778;-58,4694262177363;29230;
986543;-34,518462548814;-58,4694215945758;29230;
986544;-34,5184849806495;-58,4693937481592;29230;
986545;-34,5184880726526;-58,4693905867868;29230;
986546;-34,518491842313;-58,469392898587;29230;
986547;-34,5185125022566;-58,4694084841585;29230;
986548;-34,5185301384575;-58,4694191306681;29230;
986549;-34,518549582009;-58,4694259374329;29230;
986550;-34,5185700077586;-58,4694286155849;29230;
986551;-34,5185905488707;-58,4694270514678;29230;
986552;-34,5186103336137;-58,4694213114601;29230;
986553;-34,5186285223554;-58,4694116391583;29230;
986554;-34,5186443431951;-58,4693984450394;29230;
986555;-34,5186571247222;-58,4693822890401;29230;
986556;-34,5187494729688;-58,4692369763579;29230;
986557;-34,518752324203;-58,4692333047269;29230;
986558;-34,5187558123798;-58,4692302317752;29230;
986559;-34,518907843601;-58,4691198396782;29230;
986560;-34,5189101319321;-58,4691181276192;29230;
986561;-34,5190639210867;-58,4689996022198;29230;
986562;-34,5190682353377;-58,4689966244076;29230;
986563;-34,519286521164;-58,4688622946683;29230;
986564;-34,5192874754921;-58,4688616999662;29230;
986565;-34,5195523200701;-58,4686945840148;29230;
986566;-34,519563149665;-58,4686866886525;29230;
986567;-34,5196406096141;-58,4686218384626;29230;
986568;-34,5196471266266;-58,4686158733734;29230;
986569;-34,5197617688459;-58,4685012311541;29230;
986570;-34,5197687643127;-58,4684954095053;29230;
986571;-34,5198571234818;-58,4684346031953;29230;
986572;-34,5198588634849;-58,4684333782909;29230;
986573;-34,5199060529867;-58,4683994018495;29230;
986574;-34,5199100723571;-58,468396791125;29230;
986575;-34,5199379950513;-58,4683805028867;29230;
986576;-34,519950735069;-58,4683752770754;29230;
986577;-34,5200254333568;-58,4683561682111;29230;
986578;-34,5200344365072;-58,4683534074077;29230;
986579;-34,5201016368014;-58,4683292842251;29230;
986580;-34,5201147419503;-58,468326495929;29230;
986581;-34,520210804155;-58,468319313708;29230;
986582;-34,5202149366366;-58,4683193528604;29230;
986583;-34,5202188245566;-58,4683207539368;29230;
986584;-34,5203695210149;-58,4683898631406;29230;
986585;-34,5203743405135;-58,4683923999333;29230;
986586;-34,5204721307779;-58,4684508913064;29230;
986587;-34,5204864353143;-58,4684579637267;29230;
986588;-34,5206141219721;-58,4685088598071;29230;
986589;-34,5206302943371;-58,4685137686454;29230;
986590;-34,52074421892;-58,4685380613873;29230;
986591;-34,5207720565089;-58,4685400160444;29230;
986592;-34,5207879963116;-58,4685389002582;29230;
986593;-34,5208075464679;-58,4685355601083;29230;
986594;-34,5208260529056;-58,4685284272984;29230;
986595;-34,5208427876458;-58,4685177824083;29230;
986596;-34,520857092402;-58,468504044171;29230;
986597;-34,5208684044748;-58,468487753001;29230;
986598;-34,5208762788867;-58,4684695497362;29230;
986599;-34,5208804058858;-58,4684501504297;29230;
986600;-34,5208806231301;-58,4684303181828;29230;
986601;-34,5208793932454;-58,4684164380554;29230;
986602;-34,5208793961599;-58,4684121087126;29230;
986603;-34,5208816033368;-58,4684083842545;29230;
986604;-34,520912023115;-58,4683661345626;29230;
986605;-34,5209151954699;-58,4683625598192;29230;
986606;-34,520919903438;-58,468363383021;29230;
986607;-34,5209824872452;-58,468381034864;29230;
986608;-34,5210039049782;-58,4683846256955;29230;
986609;-34,5210390770595;-58,4683866437657;29230;
986610;-34,5210594742383;-58,4683857262335;29230;
986611;-34,5210792598903;-58,4683806849296;29230;
986612;-34,5210976091778;-58,4683717300194;29230;
986613;-34,5211137571432;-58,4683592348212;29230;
986614;-34,5211270305994;-58,4683437202432;29230;
986615;-34,5211368761934;-58,4683258330677;29230;
986616;-34,5211379547704;-58,4683232884107;29230;
986617;-34,5212128898721;-58,468181006572;29230;
986618;-34,5212152351458;-58,468177389608;29230;
986619;-34,5212195282732;-58,468177;29230;
986620;-34,5212736166352;-58,468177;29230;
986621;-34,5212788124006;-58,4681775610399;29230;
986622;-34,5212833006128;-58,4681802381084;29230;
986623;-34,5213613298189;-58,4682389895107;29230;
986624;-34,5213663784707;-58,4682433483635;29230;
986625;-34,5214387706394;-58,4683148241756;29230;
986626;-34,5214461283802;-58,4683240535372;29230;
986627;-34,5214673453904;-58,468358327169;29230;
986628;-34,5214785944686;-58,4683731964472;29230;
986629;-34,5214924083249;-58,4683857190095;29230;
986630;-34,5215083067383;-58,4683954595252;29230;
986631;-34,5215257370208;-58,4684020793777;29230;
986632;-34,521544093231;-58,4684053484362;29230;
986633;-34,5215627372386;-58,4684051530562;29230;
986634;-34,5215810209087;-58,4684015000297;29230;
986635;-34,5215983086329;-58,4683945163496;29230;
986636;-34,5216139994255;-58,4683844447946;29230;
986637;-34,5216275478163;-58,4683716354894;29230;
986638;-34,5216341485902;-58,4683641106071;29230;
986639;-34,5216380762197;-58,4683601101077;29230;
986640;-34,5217089887406;-58,468295561531;29230;
986641;-34,5217183500522;-58,4682858041044;29230;
986642;-34,5217828166249;-58,4682088023647;29230;
986643;-34,52178627277;-58,4682054195523;29230;
986644;-34,521790767013;-58,4682036334563;29230;
986645;-34,5219292711716;-58,4681639289308;29230;
986646;-34,5219423944824;-58,468159152457;29230;
986647;-34,5220630274537;-58,468105433087;29230;
986648;-34,5220649631054;-58,4681045463057;29230;
986649;-34,5221815920007;-58,4680496054211;29230;
986650;-34,5221882775522;-58,4680461427204;29230;
986651;-34,5223323233734;-58,4679645167551;29230;
986652;-34,5223378425207;-58,4679618231602;29230;
986653;-34,5224714862262;-58,4679064929637;29230;
986654;-34,5224906030126;-58,4678960054989;29230;
986655;-34,5225069922424;-58,4678816238583;29230;
986656;-34,5225529103003;-58,4678314672105;29230;
986657;-34,5225574081493;-58,4678276128628;29230;
986658;-34,5225626985173;-58,4678249485338;29230;
986659;-34,5226507842662;-58,4677932376642;29230;
986660;-34,5226635842162;-58,4677904609414;29230;
986661;-34,5228113200729;-58,4677783656081;29230;
986662;-34,5228276592788;-58,4677756516292;29230;
986663;-34,5228433263895;-58,4677702778993;29230;
986664;-34,5229010808838;-58,4677449469808;29230;
986665;-34,5229192973076;-58,4677345560601;29230;
986666;-34,5229349460113;-58,4677205944198;29230;
986667;-34,5229473387504;-58,467703676106;29230;
986668;-34,5229559304807;-58,4676845452017;29230;
986669;-34,5229615611107;-58,4676673851864;29230;
986670;-34,5229633743384;-58,4676632052481;29230;
986671;-34,5229659235397;-58,4676594288408;29230;
986672;-34,5231181286278;-58,4674735074356;29230;
986673;-34,5231212664086;-58,4674703139941;29230;
986674;-34,5231249282843;-58,4674677382606;29230;
986675;-34,5231941800517;-58,4674278660308;29230;
986676;-34,5232098790111;-58,4674166838686;29230;
986677;-34,5232231411138;-58,4674026976358;29230;
986678;-34,5232334736753;-58,4673864269182;29230;
986679;-34,5232467258635;-58,467360290658;29230;
986680;-34,5232539926052;-58,4673414509263;29230;
986681;-34,523257326407;-58,4673215354349;29230;
986682;-34,5232627766759;-58,4672374455719;29230;
986683;-34,5232636953757;-58,4672306179456;29230;
986684;-34,5232846770789;-58,4671285705706;29230;
986685;-34,5232854229112;-58,4671254533532;29230;
986686;-34,5233197324167;-58,4669999785902;29230;
986687;-34,5233202476743;-58,4669980161828;29230;
986688;-34,5233553548235;-58,4668585627846;29230;
986689;-34,5233569119216;-58,4668535195733;29230;
986690;-34,5234048724407;-58,4667230669613;29230;
986691;-34,5234075175385;-58,4667171060894;29230;
986692;-34,5234904968853;-58,4665588664048;29230;
986693;-34,5234938604771;-58,4665533515561;29230;
986694;-34,5235751788442;-58,4664375924688;29230;
