id_ubicacionxzona;latitud;longitud;id_zona;id_geometria_zona
937680;-34,5422979517415;-58,5360052177112;25267;
937681;-34,5422982342607;-58,5360054812778;25267;
937682;-34,543190979781;-58,5368066457766;25267;
937683;-34,5431910467819;-58,5368067070114;25267;
937684;-34,5440295165266;-58,5375871024423;25267;
937685;-34,5440296883202;-58,5375872586543;25267;
937686;-34,5441795577203;-58,5377203894134;25267;
937687;-34,5441798615108;-58,537720717528;25267;
937688;-34,5441796021305;-58,5377210817666;25267;
937689;-34,5420950025975;-58,540115369131;25267;
937690;-34,5420948543745;-58,5401155319882;25267;
937691;-34,5415787759601;-58,5406580631851;25267;
937692;-34,5415785085648;-58,5406583556799;25267;
937693;-34,5406360629934;-58,5417312020858;25267;
937694;-34,540636007038;-58,5417312647146;25267;
937695;-34,5401734456792;-58,5422403226567;25267;
937696;-34,5401733855933;-58,542240387618;25267;
937697;-34,5398086569763;-58,5426277767677;25267;
937698;-34,5398083351616;-58,5426281355184;25267;
937699;-34,5366483005849;-58,5463264035282;25267;
937700;-34,5301988472062;-58,5538825104968;25267;
937701;-34,5301986607609;-58,5538827355108;25267;
937702;-34,5301901644766;-58,5538932998193;25267;
937703;-34,5301898667998;-58,553893605987;25267;
937704;-34,5301895415079;-58,553893329337;25267;
937705;-34,5301170236543;-58,5538188443349;25267;
937706;-34,5301167378558;-58,5538185243879;25267;
937707;-34,5296596218971;-58,5532603061331;25267;
937708;-34,5296595475233;-58,553260216382;25267;
937709;-34,5290744549973;-58,5525624691659;25267;
937710;-34,5285350218376;-58,5519183466576;25267;
937711;-34,5280138948379;-58,5512957307358;25267;
937712;-34,5280138394894;-58,5512956651816;25267;
937713;-34,5279042079828;-58,5511669431512;25267;
937714;-34,5274287372659;-58,5505979461597;25267;
937715;-34,5274287118854;-58,5505979159083;25267;
937716;-34,5266059221486;-58,5496211462581;25267;
937717;-34,5266059054372;-58,5496211264714;25267;
937718;-34,5234976916195;-58,5459505658337;25267;
937719;-34,5220714044851;-58,5442547452024;25267;
937720;-34,5220713446758;-58,544254674754;25267;
937721;-34,5205266256358;-58,5424521235716;25267;
937722;-34,520526566157;-58,5424520548003;25267;
937723;-34,5190004964805;-58,5407036926845;25267;
937724;-34,5172731223315;-58,5386869480441;25267;
937725;-34,5172728592049;-58,5386865710051;25267;
937726;-34,517273110514;-58,5386861859876;25267;
937727;-34,5179566339723;-58,5378361649707;25267;
937728;-34,5179566835013;-58,5378361028737;25267;
937729;-34,5184982575508;-58,5371515443563;25267;
937730;-34,5185286196565;-58,5371137846462;25267;
937731;-34,518529697995;-58,537112133173;25267;
937732;-34,5185304312177;-58,5371103021727;25267;
937733;-34,518530790801;-58,5371083628746;25267;
937734;-34,5185307627566;-58,5371063907207;25267;
937735;-34,5185303481753;-58,5371044624313;25267;
937736;-34,5185295631851;-58,5371026530203;25267;
937737;-34,5185284383236;-58,5371010328771;25267;
937738;-34,5184973526523;-58,5370645482913;25267;
937739;-34,5184971346233;-58,5370642734088;25267;
937740;-34,5180849374526;-58,5365053706215;25267;
937741;-34,5175626802135;-58,53579582087;25267;
937742;-34,5175626430977;-58,5357957707715;25267;
937743;-34,5175306299665;-58,535752840322;25267;
937744;-34,5175305690709;-58,5357527568741;25267;
937745;-34,5157567092402;-58,5332684633203;25267;
937746;-34,5157566545837;-58,5332683852097;25267;
937747;-34,515041201337;-58,5322248788966;25267;
937748;-34,5150409956551;-58,532224552583;25267;
937749;-34,5146177302857;-58,5314918083656;25267;
937750;-34,5146175883203;-58,5314915702802;25267;
937751;-34,5140531284595;-58,5305740863085;25267;
937752;-34,514051909746;-58,5305724902;25267;
937753;-34,5140503966978;-58,5305711697795;25267;
937754;-34,5140486503335;-58,5305701782973;25267;
937755;-34,5140467410809;-58,5305695557381;25267;
937756;-34,514044745937;-58,5305693272087;25267;
937757;-34,5140427453622;-58,5305695019253;25267;
937758;-34,5140408200364;-58,5305700728417;25267;
937759;-34,5140390476045;-58,5305710169341;25267;
937760;-34,5130377066178;-58,5312414805928;25267;
937761;-34,513037318156;-58,5312416887165;25267;
937762;-34,513037109938;-58,531241300305;25267;
937763;-34,5126846588189;-58,5303933625631;25267;
937764;-34,512684491086;-58,5303929815978;25267;
937765;-34,5122774616554;-58,5295183388141;25267;
937766;-34,5122774514982;-58,5295183170562;25267;
937767;-34,5115188425511;-58,5278983649625;25267;
937768;-34,5115188327206;-58,5278983440334;25267;
937769;-34,5110100943068;-58,5268184799981;25267;
937770;-34,5107463013484;-58,5262460224513;25267;
937771;-34,5107462713917;-58,5262459580449;25267;
937772;-34,5105698748494;-58,5258702048631;25267;
937773;-34,5104913335416;-58,5256994984931;25267;
937774;-34,5104291633972;-58,5255643744956;25267;
937775;-34,510218034641;-58,5251054989658;25267;
937776;-34,5101782924064;-58,5250191213402;25267;
937777;-34,5101782826667;-58,5250191002362;25267;
937778;-34,5100012881364;-58,5246367549856;25267;
937779;-34,5100012608272;-58,5246366949567;25267;
937780;-34,509547357418;-58,5236212458386;25267;
937781;-34,5095473298341;-58,5236211846809;25267;
937782;-34,5091491929217;-58,5227462961661;25267;
937783;-34,5091491788408;-58,5227462653624;25267;
937784;-34,508454900086;-58,5212342232315;25267;
937785;-34,508454858112;-58,5212341292803;25267;
937786;-34,5080840316899;-58,5203806262031;25267;
937787;-34,5080839724178;-58,5203804924661;25267;
937788;-34,507454209154;-58,5189871434811;25267;
937789;-34,5069816730235;-58,5179284535566;25267;
937790;-34,5066388727129;-58,5171614873503;25267;
937791;-34,5066388577928;-58,5171614541313;25267;
937792;-34,5060831179406;-58,5159301225471;25267;
937793;-34,5060830880215;-58,5159300549274;25267;
937794;-34,5056380217065;-58,514903723928;25267;
937795;-34,5056379385826;-58,5149035374801;25267;
937796;-34,5049898365234;-58,5134888414166;25267;
937797;-34,5049898223489;-58,513488810614;25267;
937798;-34,5044806951498;-58,5123873516373;25267;
937799;-34,5036192731773;-58,5104864255479;25267;
937800;-34,5036192524633;-58,5104863801395;25267;
937801;-34,5025729468959;-58,5082077840678;25267;
937802;-34,501692913352;-58,5062637425043;25267;
937803;-34,5016928877897;-58,5062636864952;25267;
937804;-34,5004706196863;-58,5036072842089;25267;
937805;-34,4996184864023;-58,5017390557123;25267;
937806;-34,4996184649112;-58,5017390089146;25267;
937807;-34,498535154065;-58,4993959758753;25267;
937808;-34,4978219012689;-58,4978302251429;25267;
937809;-34,4978218270719;-58,4978300538577;25267;
937810;-34,497719660734;-58,497581583426;25267;
937811;-34,4976268198594;-58,4973548352864;25267;
937812;-34,497626634248;-58,4973544103371;25267;
937813;-34,4966082920154;-58,4951629376624;25267;
937814;-34,4957003425288;-58,4931652234494;25267;
937815;-34,4948476486435;-58,4912645544933;25267;
937816;-34,4948476258923;-58,4912645041534;25267;
937817;-34,4943658778566;-58,490206370624;25267;
937818;-34,493485373714;-58,4882411197359;25267;
937819;-34,4934852110501;-58,488240708901;25267;
937820;-34,4933919534457;-58,4879708881278;25267;
937821;-34,4933916098938;-58,4879700259722;25267;
937822;-34,4928976107583;-58,4868803043081;25267;
937823;-34,4928975771567;-58,4868802309736;25267;
937824;-34,4927754780049;-58,4866165670106;25267;
937825;-34,4927260219999;-58,486509769;25267;
937826;-34,4917430501048;-58,4843871081979;25267;
937827;-34,4917429551103;-58,4843868895362;25267;
937828;-34,4913599331617;-58,4834443551334;25267;
937829;-34,4913598831343;-58,4834442342983;25267;
937830;-34,4910553651414;-58,4827221054364;25267;
937831;-34,4904697831721;-58,4812957477568;25267;
937832;-34,4904697732708;-58,4812957237282;25267;
937833;-34,4900809644002;-58,4803556265581;25267;
937834;-34,4900798553032;-58,4803536282381;25267;
937835;-34,4900783214539;-58,4803519339284;25267;
937836;-34,490076442971;-58,4803506321293;25267;
937837;-34,490051889984;-58,4803374887476;25267;
937838;-34,4900515316287;-58,480337254206;25267;
937839;-34,4900513403215;-58,4803368710223;25267;
937840;-34,4897097692775;-58,4794691608976;25267;
937841;-34,4897096451569;-58,4794687259487;25267;
937842;-34,4897099956289;-58,479468440019;25267;
937843;-34,4897652441626;-58,4794316646078;25267;
937844;-34,4897667464308;-58,4794304388455;25267;
937845;-34,4897679839188;-58,4794289462217;25267;
937846;-34,489768910106;-58,4794272428486;25267;
937847;-34,4897694901739;-58,4794253927611;25267;
937848;-34,4897697023163;-58,4794234655096;25267;
937849;-34,4897695385579;-58,4794215335454;25267;
937850;-34,489769005055;-58,4794196694968;25267;
937851;-34,4897612587526;-58,4794000392579;25267;
937852;-34,4897611294973;-58,4793995797145;25267;
937853;-34,4897614522602;-58,4793992279886;25267;
937854;-34,4897963906;-58,4793681714725;25267;
937855;-34,4897980672895;-58,4793662446282;25267;
937856;-34,4898256340655;-58,4793248968777;25267;
937857;-34,4898262571851;-58,4793241368148;25267;
937858;-34,4898824988482;-58,4792678951517;25267;
937859;-34,4898836577008;-58,4792670329351;25267;
937860;-34,4899446849896;-58,4792341725425;25267;
937861;-34,4899450856182;-58,4792339793037;25267;
937862;-34,4900109214013;-58,4792057631212;25267;
937863;-34,4900120522771;-58,479205191075;25267;
937864;-34,4900921812656;-58,4791580567837;25267;
937865;-34,4900926254747;-58,4791577795826;25267;
937866;-34,4902325035901;-58,4790653166292;25267;
937867;-34,4902331103894;-58,4790649738162;25267;
937868;-34,4904821473225;-58,4789463861294;25267;
937869;-34,4904831696302;-58,4789460295465;25267;
937870;-34,4906369078895;-58,4789105514102;25267;
937871;-34,4906376913836;-58,478910336739;25267;
937872;-34,4907679959265;-58,4788688753427;25267;
937873;-34,4907683537681;-58,4788687759607;25267;
937874;-34,4908930593565;-58,4788390847244;25267;
937875;-34,4908931327708;-58,4788390678286;25267;
937876;-34,4910001323302;-58,4788152898156;25267;
937877;-34,4910002115963;-58,4788152718623;25267;
937878;-34,4911543900434;-58,478779692144;25267;
937879;-34,4911552952706;-58,4787795690772;25267;
937880;-34,4912910713082;-58,4787736663753;25267;
937881;-34,4912922287307;-58,4787737513311;25267;
937882;-34,4914458075324;-58,4788032852577;25267;
937883;-34,4914468419653;-58,4788034286542;25267;
937884;-34,4916533998185;-58,4788211336414;25267;
937885;-34,491655641389;-58,4788210734413;25267;
937886;-34,4918167934713;-58,4787984942424;25267;
937887;-34,4918189623604;-58,4787979371885;25267;
937888;-34,4918209529155;-58,4787969114791;25267;
937889;-34,4919607314011;-58,478703725822;25267;
937890;-34,4919615503608;-58,478703284131;25267;
937891;-34,4920429454911;-58,4786687528636;25267;
937892;-34,4920433783019;-58,4786686145794;25267;
937893;-34,4920438291051;-58,4786685577972;25267;
937894;-34,492117675083;-58,4786660962646;25267;
937895;-34,4921181342924;-58,4786661237731;25267;
937896;-34,4921185804599;-58,4786662358652;25267;
937897;-34,4921994982704;-58,4786947950925;25267;
937898;-34,4922011640252;-58,4786952260345;25267;
937899;-34,4922028789958;-58,4786953650512;25267;
937900;-34,4922045924115;-58,478695208027;25267;
937901;-34,4922062535475;-58,4786947596104;25267;
937902;-34,4922671986194;-58,4786725269068;25267;
937903;-34,4922672695711;-58,4786725016276;25267;
937904;-34,4924028514673;-58,4786253432672;25267;
937905;-34,4924051133593;-58,4786242187491;25267;
937906;-34,4925283871578;-58,478542034901;25267;
937907;-34,4925296487081;-58,4785414302507;25267;
937908;-34,4926414023102;-58,4785061397435;25267;
937909;-34,4926426258183;-58,4785059162361;25267;
937910;-34,492748937474;-58,478500010695;25267;
937911;-34,4927492147394;-58,478500003;25267;
937912;-34,4929036313813;-58,478500003;25267;
937913;-34,4929038485162;-58,4785000077175;25267;
937914;-34,4930398637638;-58,4785059207323;25267;
937915;-34,4930412211308;-58,4785061713789;25267;
937916;-34,4931472358204;-58,4785415099389;25267;
937917;-34,4931480062687;-58,4785418410128;25267;
937918;-34,4932364340837;-58,4785890031748;25267;
937919;-34,4932368347424;-58,4785892700246;25267;
937920;-34,4932371760352;-58,4785896095176;25267;
937921;-34,4933497040286;-58,4787258280865;25267;
937922;-34,4933500467781;-58,4787262958394;25267;
937923;-34,4934149392277;-58,4788265843508;25267;
937924;-34,4934155275278;-58,4788278574052;25267;
937925;-34,4934508552603;-58,4789456128843;25267;
937926;-34,4934510544363;-58,4789467136082;25267;
937927;-34,4934569232187;-58,4790347552114;25267;
937928;-34,4934570848904;-58,4790359986326;25267;
937929;-34,4934684455013;-58,4790944296989;25267;
937930;-34,4934690005044;-58,479096293497;25267;
937931;-34,4934699057443;-58,4790980146339;25267;
937932;-34,4934711269869;-58,4790995280203;25267;
937933;-34,4934726180475;-58,4791007764233;25267;
937934;-34,4934743225376;-58,4791017126311;25267;
937935;-34,4935190039055;-58,4791208615333;25267;
937936;-34,4935198061895;-58,4791212961323;25267;
937937;-34,4935618623696;-58,4791493342402;25267;
937938;-34,4935622237164;-58,4791496278371;25267;
937939;-34,4935625236059;-58,4791499839789;25267;
937940;-34,4935931135922;-58,4791941686681;25267;
937941;-34,4935945435463;-58,4791958161041;25267;
937942;-34,4935962967152;-58,4791971142617;25267;
937943;-34,4936359780188;-58,4792202619204;25267;
937944;-34,4936385915703;-58,4792213256184;25267;
937945;-34,493679564234;-58,4792315680668;25267;
937946;-34,4936800148911;-58,4792317289858;25267;
937947;-34,4936803698839;-58,4792320498704;25267;
937948;-34,4937154365308;-58,4792706229855;25267;
937949;-34,4937156972058;-58,479270965869;25267;
937950;-34,4937158240211;-58,4792713774979;25267;
937951;-34,4937262829802;-58,4793201934632;25267;
937952;-34,4937266978255;-58,4793216098399;25267;
937953;-34,4937456712287;-58,4793722035146;25267;
937954;-34,4937464789272;-58,4793738692801;25267;
937955;-34,4937475798372;-58,4793753576176;25267;
937956;-34,493748936229;-58,4793766175197;25267;
937957;-34,4937505016168;-58,4793776058074;25267;
937958;-34,4937522223524;-58,4793782886108;25267;
937959;-34,4937540394637;-58,479378642529;25267;
937960;-34,4937828785802;-58,4793815263599;25267;
937961;-34,4937841701043;-58,4793818334175;25267;
937962;-34,4938292583628;-58,4793991745321;25267;
937963;-34,4938305274193;-58,4793998914817;25267;
937964;-34,4938429332219;-58,4794095461294;25267;
937965;-34,4938446956497;-58,4794106444848;25267;
937966;-34,4938466469335;-58,479411355138;25267;
937967;-34,4938487029235;-58,4794116474416;25267;
937968;-34,4938507749545;-58,47941150879;25267;
937969;-34,4938527736692;-58,4794109451626;25267;
937970;-34,4938546128725;-58,479409980866;25267;
937971;-34,4938562132479;-58,4794086574858;25267;
937972;-34,4938575057787;-58,4794070320934;25267;
937973;-34,4939479298207;-58,4792652705308;25267;
937974;-34,493948197736;-58,479264925918;25267;
937975;-34,4939486249677;-58,4792650154144;25267;
937976;-34,4939828132515;-58,4792755735609;25267;
937977;-34,4939847154444;-58,4792759636905;25267;
937978;-34,4939866571729;-58,4792759788446;25267;
937979;-34,4939885652233;-58,4792756184519;25267;
937980;-34,4939903676518;-58,479274896101;25267;
937981;-34,4939919964971;-58,4792738390286;25267;
937982;-34,493993390343;-58,4792724870919;25267;
937983;-34,493994496634;-58,4792708912663;25267;
937984;-34,494007947612;-58,4792467837534;25267;
937985;-34,4940087018375;-58,4792450734458;25267;
937986;-34,4940154521425;-58,479224821585;25267;
937987;-34,4940156645094;-58,4792242886288;25267;
937988;-34,4940403398649;-58,4791714141369;25267;
937989;-34,4940405548113;-58,4791710435132;25267;
937990;-34,4940409595908;-58,4791709030947;25267;
937991;-34,494068610308;-58,4791639899312;25267;
937992;-34,4940690698429;-58,4791639214992;25267;
937993;-34,4940694453924;-58,479164195028;25267;
937994;-34,4941008129414;-58,4791920783789;25267;
937995;-34,4941015143813;-58,4791928472251;25267;
937996;-34,4941494125574;-58,4792578508656;25267;
937997;-34,4941506948575;-58,4792592802876;25267;
937998;-34,4941522267382;-58,4792604382522;25267;
937999;-34,4941539517108;-58,4792612820591;25267;
938000;-34,4941998505152;-58,479278494814;25267;
938001;-34,4942018737717;-58,4792790202269;25267;
938002;-34,4942039620529;-58,4792791135425;25267;
938003;-34,4942060241085;-58,4792787706832;25267;
938004;-34,4942079698345;-58,4792780066306;25267;
938005;-34,49420971421;-58,4792768547711;25267;
938006;-34,4942111810121;-58,4792753654366;25267;
938007;-34,4942123061473;-58,4792736037053;25267;
938008;-34,4942252372612;-58,4792477414774;25267;
938009;-34,4942259374014;-58,479245912316;25267;
938010;-34,4942262675793;-58,4792439817694;25267;
938011;-34,4942296584907;-58,4791965061596;25267;
938012;-34,4942297447167;-58,4791960147717;25267;
938013;-34,4942300195062;-58,4791955983733;25267;
938014;-34,494261522961;-58,479157093388;25267;
938015;-34,49426181991;-58,4791567923273;25267;
938016;-34,4942621453509;-58,4791570623356;25267;
938017;-34,4942830123625;-58,4791779283727;25267;
938018;-34,494283466963;-58,4791783554426;25267;
938019;-34,4943437910207;-58,4792315837806;25267;
938020;-34,4943440183151;-58,4792317973131;25267;
938021;-34,4943970226371;-58,479284800645;25267;
938022;-34,4943973852047;-58,4792852625174;25267;
938023;-34,4943976277172;-58,4792857972781;25267;
938024;-34,4944187320986;-58,4793526286405;25267;
938025;-34,4944188236017;-58,479353038501;25267;
938026;-34,4944187004265;-58,4793534399813;25267;
938027;-34,4943980486147;-58,479404564313;25267;
938028;-34,4943974970236;-58,4794064401459;25267;
938029;-34,4943973209916;-58,4794083874555;25267;
938030;-34,4943975272482;-58,4794103317961;25267;
938031;-34,4943981079082;-58,4794121988354;25267;
938032;-34,4943990407731;-58,4794139171966;25267;
938033;-34,4944002901794;-58,4794154211866;25267;
938034;-34,4944018083623;-58,4794166533079;25267;
938035;-34,4944035372815;-58,4794175664564;25267;
938036;-34,4945682037929;-58,4794848693957;25267;
938037;-34,4945693560377;-58,4794852603732;25267;
938038;-34,4946456460528;-58,4795060666527;25267;
938039;-34,4946473040275;-58,4795063715441;25267;
938040;-34,4946489896586;-58,4795063936006;25267;
938041;-34,494690335249;-58,4795034404624;25267;
938042;-34,4946923242468;-58,4795030940727;25267;
938043;-34,4946942031313;-58,4795023552281;25267;
938044;-34,4946958953173;-58,4795012540448;25267;
938045;-34,4946973318295;-58,4794998354079;25267;
938046;-34,4946984541145;-58,4794981571425;25267;
938047;-34,4946992164267;-58,4794962876564;25267;
938048;-34,494714969875;-58,4794427284036;25267;
938049;-34,4947151424297;-58,4794422985846;25267;
938050;-34,4947155207726;-58,4794420314215;25267;
938051;-34,494764579284;-58,4794139986877;25267;
938052;-34,4947656197543;-58,4794135522675;25267;
938053;-34,4948002912074;-58,479403150443;25267;
938054;-34,4948007657145;-58,4794030580004;25267;
938055;-34,4948012391351;-58,4794031558552;25267;
938056;-34,4948573497463;-58,4794206904826;25267;
938057;-34,4948578367568;-58,479420903554;25267;
938058;-34,4948581873733;-58,479421303112;25267;
938059;-34,4948822672453;-58,4794557034798;25267;
938060;-34,4948836058895;-58,479457250851;25267;
938061;-34,4949412266423;-58,4795114832091;25267;
938062;-34,4949428474178;-58,4795127227966;25267;
938063;-34,4949446860663;-58,4795136075914;25267;
938064;-34,4949466660359;-58,4795141007552;25267;
938065;-34,494993022281;-58,4795207236061;25267;
938066;-34,4949934764483;-58,4795208340502;25267;
938067;-34,4949937958694;-58,4795211752773;25267;
938068;-34,4950207102084;-58,4795561590766;25267;
938069;-34,4950219326184;-58,47955748196;25267;
938070;-34,4950233725081;-58,4795585640989;25267;
938071;-34,4950249831628;-58,4795593703854;25267;
938072;-34,4950611952743;-58,4795735802013;25267;
938073;-34,4950629910683;-58,4795740973039;25267;
938074;-34,4950648517166;-58,4795742712542;25267;
938075;-34,4950667122404;-58,4795740959775;25267;
938076;-34,4950685076653;-58,4795735775948;25267;
938077;-34,49507017529;-58,4795727342095;25267;
938078;-34,4950716568766;-58,479571595275;25267;
938079;-34,4950729006841;-58,4795702005658;25267;
938080;-34,4950738632754;-58,479568598789;25267;
938081;-34,4950745110342;-58,4795668458829;25267;
938082;-34,4950933285891;-58,4794962213848;25267;
938083;-34,4950935135296;-58,4794953846841;25267;
938084;-34,4951040651524;-58,4794355947822;25267;
938085;-34,4951043141896;-58,4794346907266;25267;
938086;-34,4952328242911;-58,4790962751965;25267;
938087;-34,4952333787751;-58,4790941137048;25267;
938088;-34,495233440133;-58,4790918830694;25267;
938089;-34,4952037651685;-58,478740729322;25267;
938090;-34,4952037727889;-58,4787402515025;25267;
938091;-34,4952041215285;-58,4787399247761;25267;
938092;-34,4952610053203;-58,4786964506721;25267;
938093;-34,4952613912426;-58,4786961834728;25267;
938094;-34,4953175585129;-58,478661078806;25267;
938095;-34,4953189480654;-58,4786600318556;25267;
938096;-34,4953538971898;-58,478628578427;25267;
938097;-34,4953540889507;-58,478628414414;25267;
938098;-34,4954108578693;-58,4785822891084;25267;
938099;-34,4954113603727;-58,4785819300164;25267;
938100;-34,4954672392392;-58,4785470056026;25267;
938101;-34,4954690103042;-58,4785455966957;25267;
938102;-34,4955098494686;-58,4785047575313;25267;
938103;-34,4955110984772;-58,4785032341052;25267;
938104;-34,4955120245961;-58,4785014953834;25267;
938105;-34,4955125918841;-58,4784996088432;25267;
938106;-34,4955127783256;-58,4784976476983;25267;
938107;-34,495512576685;-58,4784956880579;25267;
938108;-34,4955119947877;-58,4784938059725;25267;
938109;-34,4954861747953;-58,4784324820209;25267;
938110;-34,4954859656155;-58,4784318806189;25267;
938111;-34,4954683398277;-58,4783684283752;25267;
938112;-34,4954682608125;-58,4783679688478;25267;
938113;-34,4954686623837;-58,4783677318892;25267;
938114;-34,4955142045898;-58,4783467113524;25267;
938115;-34,4955146072267;-58,4783465668816;25267;
938116;-34,4955150278519;-58,4783466447443;25267;
938117;-34,4955783884348;-58,4783642460568;25267;
938118;-34,4955788244288;-58,4783644134058;25267;
938119;-34,4955791665768;-58,47836473126;25267;
938120;-34,4956069957112;-58,4783960378179;25267;
938121;-34,4956073361405;-58,4783965309569;25267;
938122;-34,4956075468409;-58,4783970919233;25267;
938123;-34,4956320536045;-58,4784986217654;25267;
938124;-34,4956330919513;-58,4785012366957;25267;
938125;-34,4956607254931;-58,4785495966036;25267;
938126;-34,4956611861071;-58,4785503274812;25267;
938127;-34,4956926970824;-58,4785958424625;25267;
938128;-34,4956932826864;-58,4785969751402;25267;
938129;-34,4957358364258;-58,4787139984203;25267;
938130;-34,4957359391564;-58,4787143129818;25267;
938131;-34,4957673979967;-58,4788226703392;25267;
938132;-34,4957682289188;-58,4788246824921;25267;
938133;-34,4957694755881;-58,4788264671507;25267;
938134;-34,4957831915019;-58,4788421429514;25267;
938135;-34,4957846172961;-58,478843481977;25267;
938136;-34,4957862764717;-58,4788445178415;25267;
938137;-34,4957881055506;-58,478845210914;25267;
938138;-34,4957900345544;-58,4788455346784;25267;
