id_municipio;descripcion;id_tipo_municipio;id_provincia;latitud;longitud;leyenda;color_menu;url_logo;url_logo_alt;nombre_unico;fecha_creacion
377;"Vicente Lopez";1;2;"-34.511477";"-58.496875";"Municipalidad de Vicente Lopez";"#5E00A3";"";"";"vicentelopez";
